lat,lon,altitud,tierra,anom_altitud,residuo,sospechoso,wrf_tx_medio,wrf_tx_p90,wrf_tx_max,wrf_n_ge32,wrf_n_ge35,wrf_n_ge38,wrf_hx_medio,wrf_hx_p90,wrf_n_hx35,anom_tx_medio,anom_tx_p90,anom_hx_p90,tx_p99_1km,tx_verano_1km,hx_p99_1km,nota
43.013,-9.2365,69.2,1,-36.5,-0.05,0,24.07,27.45,33.53,4,0,0,28.94,32.81,8,0.18,0.11,0.09,25.27,20.32,30.69,-2.1256461911932876
43.0685,-9.1648,140.4,1,18.2,-0.17,0,23.81,27.29,33.81,2,0,0,28.58,32.68,8,-0.29,-0.42,-0.28,25.1,19.92,30.89,-2.1253535899011027
43.309,-8.8282,76.8,1,8.9,-0.2,0,22.46,25.76,29.96,0,0,0,27.43,30.98,2,-0.26,-0.22,-0.36,25.08,20.02,30.92,-2.123927556378593
43.3,-8.8279,83.4,1,9.4,-0.14,0,22.58,25.82,31.04,0,0,0,27.52,31.09,6,-0.21,-0.26,-0.38,25.08,20.09,30.93,-2.121776886624203
43.2797,-8.9508,85.2,1,-4.0,-0.21,0,22.34,25.45,30.71,0,0,0,27.21,31.09,4,-0.19,-0.19,0.03,24.92,20.02,31.13,-2.1189712974616866
43.0767,-9.2021,62.8,1,-49.2,-0.14,0,23.68,27.31,33.67,2,0,0,28.51,32.29,7,0.18,0.31,0.07,25.25,20.16,30.75,-2.117768148407605
43.0133,-9.2242,85.0,1,-25.6,0.02,0,24.31,27.7,34.1,3,0,0,29.21,33.19,11,0.18,0.05,0.21,25.21,20.32,30.81,-2.1149160813625856
43.1065,-9.0678,305.6,1,84.6,-0.69,0,22.76,26.8,33.37,1,0,0,27.17,31.69,6,-1.24,-1.23,-1.3,25.11,19.12,30.93,-2.114237923013209
42.9678,-9.2469,124.6,1,22.1,0.31,0,24.27,27.75,33.92,4,0,0,28.98,33.32,13,0.16,0.13,0.12,25.29,20.3,30.72,-2.114168206189453
42.9768,-9.2473,87.9,1,-14.9,0.06,0,24.29,27.81,33.83,5,0,0,29.08,33.21,14,0.15,0.19,0.05,25.35,20.29,30.65,-2.1141449672482002
43.3002,-8.8155,84.8,1,3.4,-0.21,0,22.47,25.75,30.45,0,0,0,27.39,31.04,3,-0.24,-0.29,-0.38,25.09,20.07,30.96,-2.1128118894906986
43.1971,-9.0342,47.8,1,-60.9,-0.76,0,23.17,26.67,30.92,0,0,0,28.14,32.39,5,-0.38,-0.51,-0.26,24.89,19.77,31.2,-2.111455572791945
41.9319,-8.867,129.0,1,21.6,-1.93,0,24.75,29.2,33.94,6,0,0,28.77,33.59,10,-2.08,-2.35,-1.8,25.1,19.71,30.96,-2.110298901620367
43.5609,-8.2411,138.8,1,66.4,-0.64,0,23.09,27.32,32.32,1,0,0,27.88,32.81,9,-1.07,-1.1,-1.03,24.85,19.52,31.27,-2.106452835992534
43.2916,-8.7905,110.5,1,-0.1,-0.38,0,22.3,25.79,30.8,0,0,0,27.23,31.12,4,-0.38,-0.55,-0.49,25.03,19.99,31.06,-2.1063831191687785
43.2997,-8.8402,77.3,1,7.9,-0.04,0,22.76,25.9,31.53,0,0,0,27.71,31.23,7,-0.1,-0.22,-0.29,25.09,20.18,30.99,-2.1063598802275267
43.0595,-9.1645,151.5,1,21.6,-0.06,0,23.94,27.44,34.06,3,0,0,28.72,32.68,10,-0.21,-0.33,-0.34,25.23,20.03,30.83,-2.1055887661131414
43.1486,-9.205,45.2,1,16.3,0.23,0,22.05,24.55,29.46,0,0,0,27.08,30.18,3,0.11,0.22,0.26,25.16,20.09,30.94,-2.099522313907161
43.3182,-8.8162,44.6,1,-19.1,-0.51,0,22.15,25.42,29.3,0,0,0,27.13,31.02,1,-0.39,-0.35,-0.08,24.94,19.89,31.21,-2.096739963685897
42.9585,-9.2589,115.2,1,23.5,0.1,0,23.8,27.3,33.4,2,0,0,28.66,33.35,12,-0.05,-0.0,0.36,25.16,20.09,30.96,-2.0952209743983796
43.3506,-8.4833,36.7,1,-27.9,-1.2,0,23.25,26.96,31.07,0,0,0,28.02,31.64,5,-1.03,-1.44,-1.52,25.05,19.7,31.1,-2.092754464410552
43.3006,-8.7908,59.5,1,-39.7,-0.55,0,22.25,25.64,29.77,0,0,0,27.18,31.07,2,-0.29,-0.43,-0.28,25.03,20.05,31.13,-2.091328430888043
43.0141,-9.1873,85.1,1,-58.6,-0.34,0,24.36,27.92,34.11,4,0,0,29.14,33.25,14,0.03,-0.06,0.07,25.26,20.22,30.87,-2.0894471234845837
43.0413,-9.1761,114.5,1,-18.7,-0.12,0,24.13,27.63,33.96,4,0,0,28.84,32.92,12,-0.01,-0.16,-0.1,25.27,20.2,30.89,-2.0826327961054716
41.7971,-8.8624,41.7,1,-99.8,-2.16,0,23.23,27.04,33.67,3,0,0,27.67,31.12,3,-1.52,-2.12,-1.93,25.33,20.27,30.83,-2.0804588874098293
41.8328,-8.8757,55.1,1,-57.6,-2.05,0,22.75,26.67,34.67,5,0,0,27.09,30.99,5,-1.68,-2.15,-1.89,25.3,20.11,30.87,-2.0793951720032586
43.0862,-9.1779,85.7,1,-14.3,-0.14,0,23.79,27.29,33.21,3,0,0,28.63,32.62,8,-0.06,-0.08,0.02,25.19,20.04,31.0,-2.0790793317698224
43.3094,-8.8035,36.7,1,-42.6,-0.58,0,22.21,25.56,29.33,0,0,0,27.17,30.98,1,-0.31,-0.31,-0.19,25.06,20.0,31.16,-2.077337458013877
42.9408,-9.2458,71.1,1,-9.5,0.18,0,24.15,27.66,34.25,5,0,0,28.75,33.35,12,0.23,0.21,0.21,25.37,20.37,30.81,-2.074708275437285
42.9956,-9.2112,101.5,1,-23.3,0.1,0,24.66,28.3,34.42,6,0,0,29.33,33.31,14,0.24,0.36,0.04,25.52,20.38,30.64,-2.07357484320696
43.1774,-9.1198,109.6,1,3.7,-0.79,0,22.06,25.47,32.22,1,0,0,26.73,30.56,5,-0.82,-0.76,-0.93,25.27,19.46,30.94,-2.0718794473335174
42.9969,-9.1497,271.2,1,53.2,-0.1,0,24.01,27.85,34.87,6,0,0,28.34,32.58,7,-0.45,-0.44,-0.74,25.52,19.99,30.65,-2.0714241734525696
43.0048,-9.1992,78.0,1,-58.8,-0.19,0,24.55,27.97,34.11,4,0,0,29.36,33.63,12,0.19,0.02,0.44,25.18,20.33,31.05,-2.0708389708682002
42.9588,-9.2466,142.1,1,46.7,0.48,0,24.11,27.59,33.86,4,0,0,28.78,33.29,11,0.18,0.2,0.24,25.36,20.32,30.84,-2.0707692540444445
43.1771,-9.1321,149.4,1,54.5,-0.51,0,21.96,25.43,31.51,0,0,0,26.62,30.31,5,-0.87,-0.64,-1.06,25.39,19.41,30.81,-2.069682299696623
43.7736,-7.6735,11.7,1,-30.1,-2.1,0,19.62,21.59,26.18,0,0,0,24.94,27.89,0,-1.91,-2.37,-1.98,24.8,19.53,31.5,-2.069552370993202
43.253,-8.9375,174.8,1,108.4,0.37,0,22.81,25.96,31.04,0,0,0,27.59,31.35,5,-0.34,-0.49,-0.48,25.06,19.9,31.21,-2.066584109241923
43.1412,-9.1307,42.0,1,-43.8,-0.21,0,23.69,27.03,32.35,1,0,0,28.57,32.31,7,0.06,0.1,0.06,25.22,20.11,31.04,-2.0629376891412665
43.2829,-8.7779,131.0,1,-2.4,-0.37,0,22.4,26.17,32.68,2,0,0,27.26,31.26,6,-0.36,-0.56,-0.62,25.17,20.05,31.1,-2.0625986099665767
42.9789,-9.149,255.6,1,12.4,-0.63,0,23.75,27.47,33.75,4,0,0,28.15,32.44,7,-0.72,-0.82,-0.86,25.41,19.85,30.82,-2.062505654201569
43.36,-8.4588,32.4,1,-17.6,-1.19,0,23.6,27.36,33.75,1,0,0,28.43,32.33,8,-1.09,-1.61,-1.34,24.94,19.67,31.37,-2.0623292476156445
43.0772,-9.1775,112.8,1,5.8,-0.01,0,23.81,27.44,33.3,2,0,0,28.64,32.52,7,-0.05,0.03,-0.12,25.36,20.09,30.88,-2.062166575026881
43.57,-8.2289,92.0,1,27.4,-0.65,0,23.31,27.38,32.06,1,0,0,28.24,32.83,12,-0.83,-1.0,-0.95,24.95,19.77,31.38,-2.0576655899909233
43.2831,-8.7655,132.6,1,-9.0,-0.43,0,22.28,26.28,32.42,2,0,0,27.08,31.1,5,-0.37,-0.48,-0.76,25.29,20.05,30.99,-2.0561001228209017
43.1584,-9.1684,39.7,1,-24.9,0.32,0,23.25,25.96,31.78,0,0,0,28.02,31.48,6,0.48,0.31,0.36,25.25,20.46,31.04,-2.0553987255302726
43.2156,-9.0102,18.1,1,-92.7,-0.77,0,23.2,26.54,31.71,0,0,0,28.2,32.44,5,-0.18,-0.4,0.01,24.95,19.98,31.4,-2.053364250482142
43.2936,-8.6794,3.4,1,-93.8,-0.92,0,22.48,25.31,29.8,0,0,0,27.45,31.0,3,-0.32,-0.98,-0.53,24.97,20.19,31.38,-2.0526396142502605
43.2908,-8.8399,87.1,1,10.0,-0.07,0,22.84,25.98,32.67,1,0,0,27.77,31.54,6,-0.14,-0.33,-0.18,25.1,20.17,31.24,-2.0500801484974254
43.0688,-9.1525,128.2,1,-11.0,-0.31,0,23.91,27.56,33.91,2,0,0,28.64,32.63,10,-0.25,-0.24,-0.44,25.42,20.0,30.87,-2.049239317559284
42.9599,-9.1974,71.9,1,-63.2,-0.08,0,24.79,28.25,34.51,5,0,0,29.51,33.73,14,0.32,0.26,0.28,25.42,20.46,30.88,-2.0470886478048933
43.0593,-9.1768,127.5,1,5.4,0.08,0,24.02,27.52,34.19,3,0,0,28.79,32.8,9,0.04,-0.05,0.0,25.33,20.21,30.99,-2.0460481713395766
43.0598,-9.1522,156.0,1,10.5,-0.21,0,23.93,27.4,33.91,3,0,0,28.65,32.91,10,-0.28,-0.47,-0.24,25.25,20.01,31.09,-2.0446453767583184
43.2923,-8.7535,62.1,1,-78.1,-0.42,0,22.51,25.93,31.16,0,0,0,27.36,31.13,3,0.08,-0.54,-0.43,25.15,20.49,31.21,-2.0439672184089415
43.5517,-8.2533,185.6,1,105.9,-0.18,0,23.16,27.43,32.31,1,0,0,27.95,32.61,10,-0.87,-0.8,-1.11,25.16,19.72,31.2,-2.043604900293001
43.1861,-9.1325,84.0,1,-16.7,-0.72,0,21.98,25.04,30.81,0,0,0,26.77,30.38,2,-0.62,-0.81,-0.74,25.22,19.66,31.13,-2.0435816613517495
43.059,-9.1891,105.6,1,-19.6,0.05,0,23.93,27.51,34.19,3,0,0,28.75,32.73,8,0.17,0.16,0.17,25.35,20.28,30.98,-2.043172865353304
43.1607,-9.0575,162.1,1,27.1,-0.46,0,23.07,26.83,32.2,1,0,0,27.75,31.96,7,-0.64,-0.62,-0.74,25.18,19.56,31.18,-2.04288026406112
43.2925,-8.7411,57.0,1,-87.0,-0.49,0,22.45,25.88,31.03,0,0,0,27.32,31.05,5,0.06,-0.57,-0.45,25.15,20.49,31.22,-2.041816548654551
43.0587,-9.2014,108.4,1,-20.9,0.17,0,23.86,27.58,34.6,4,0,0,28.49,32.54,9,0.3,0.48,0.23,25.42,20.28,30.91,-2.0406366385417205
42.9696,-9.161,219.2,1,2.1,-0.67,0,23.82,27.4,33.89,4,0,0,28.32,32.69,7,-0.69,-0.82,-0.68,25.37,19.88,30.97,-2.0402975593670325
43.2716,-8.9011,68.8,1,-18.0,-0.4,0,23.07,26.59,32.63,1,0,0,27.9,31.83,7,-0.29,-0.25,-0.32,25.19,19.98,31.19,-2.0382166064363973
43.2898,-8.8893,85.9,1,7.2,0.16,0,23.16,26.38,33.69,1,0,0,27.82,31.42,5,0.11,0.03,-0.24,25.31,20.36,31.05,-2.038170128553894
43.3508,-8.4709,38.6,1,-22.3,-1.21,0,23.47,27.33,32.69,1,0,0,28.19,32.09,7,-1.07,-1.46,-1.41,25.1,19.7,31.3,-2.0371761299710798
43.6156,-8.1803,1.4,1,-37.4,-0.73,0,23.67,27.18,32.48,2,0,0,28.62,33.0,9,-0.49,-0.83,-0.67,25.05,20.1,31.37,-2.034686381042001
42.9583,-9.2711,50.8,1,-29.6,-0.13,0,23.83,27.41,33.35,1,0,0,28.83,33.36,10,0.05,0.19,0.42,25.35,20.19,31.02,-2.034570186335741
43.1769,-9.1444,146.8,1,51.5,-0.28,0,22.15,25.29,31.04,0,0,0,26.87,30.43,3,-0.62,-0.69,-0.83,25.34,19.66,31.04,-2.032781834697291
43.2826,-8.7902,118.9,1,0.0,-0.27,0,22.58,26.19,32.81,2,0,0,27.47,31.4,7,-0.28,-0.49,-0.49,25.21,20.11,31.2,-2.0310399609413445
43.5883,-8.2045,3.9,1,-29.0,-0.99,0,23.44,27.23,31.67,0,0,0,28.39,32.85,11,-0.8,-1.01,-0.94,24.98,19.82,31.48,-2.028619928836021
43.2896,-8.9017,94.4,1,10.3,0.19,0,23.13,26.47,32.52,1,0,0,27.84,31.35,6,0.12,0.17,-0.26,25.4,20.35,30.99,-2.028457256247258
43.2914,-8.8029,96.9,1,-1.1,-0.23,0,22.53,25.99,30.61,0,0,0,27.43,31.28,4,-0.23,-0.3,-0.33,25.24,20.12,31.18,-2.027802336839133
43.6435,-8.1064,58.5,1,-35.0,-0.44,0,23.97,27.63,32.2,3,0,0,28.93,33.33,17,-0.22,-1.11,-0.56,24.86,20.4,31.63,-2.0265157369641345
43.1052,-9.1293,96.3,1,-33.9,-0.56,0,23.7,27.21,33.43,1,0,0,28.49,32.57,9,-0.34,-0.41,-0.29,25.24,19.83,31.19,-2.025651667084742
43.2839,-8.7161,46.2,1,-104.9,-0.89,0,22.25,25.86,29.55,0,0,0,27.13,30.92,2,-0.22,-0.68,-0.69,25.24,20.26,31.19,-2.025651667084742
43.291,-8.8276,85.6,1,3.5,-0.14,0,22.75,26.02,32.34,1,0,0,27.68,31.51,7,-0.17,-0.28,-0.2,25.19,20.15,31.25,-2.0253125879100526
43.068,-9.1894,87.9,1,-28.6,0.18,0,24.07,27.42,33.81,3,0,0,28.89,32.78,7,0.35,0.14,0.3,25.31,20.44,31.11,-2.0252661100275495
43.1062,-9.0801,350.4,1,146.5,-0.08,0,22.96,26.96,32.74,1,0,0,27.44,32.08,8,-1.03,-0.98,-0.85,25.21,19.29,31.23,-2.0245879516781717
43.2737,-8.7899,119.4,1,-5.6,-0.22,0,22.83,26.32,32.56,3,0,0,27.68,31.61,9,-0.19,-0.64,-0.56,25.18,20.23,31.27,-2.023524236271603
42.9948,-9.248,39.8,1,-59.9,-0.15,0,24.23,27.69,33.39,4,0,0,29.17,33.18,11,0.23,0.32,0.35,25.48,20.37,30.95,-2.0169560323021707
42.9953,-9.2235,101.4,1,-6.0,0.29,0,24.63,28.27,34.16,6,0,0,29.32,33.29,12,0.32,0.51,0.13,25.67,20.46,30.73,-2.0165239973624733
43.5792,-8.2167,24.6,1,-23.9,-0.79,0,23.55,27.32,32.16,1,0,0,28.53,32.98,13,-0.65,-1.02,-0.84,24.97,19.97,31.55,-2.016078228425617
42.9855,-9.26,19.8,1,-75.8,-0.34,0,24.12,27.49,33.5,5,0,0,29.09,33.4,12,0.15,0.17,0.53,25.33,20.29,31.13,-2.0159387947781053
43.3177,-8.8409,30.4,1,-26.1,0.1,0,22.94,25.94,31.16,0,0,0,27.82,31.14,5,0.27,0.08,-0.04,25.29,20.52,31.18,-2.015237397487476
43.2841,-8.7038,57.1,1,-84.9,-0.52,0,22.51,25.6,29.6,0,0,0,27.44,30.99,6,0.02,-0.85,-0.56,25.12,20.52,31.38,-2.0149447961952913
41.887,-8.8655,22.9,1,-0.9,-1.54,0,24.24,28.42,35.36,5,1,0,28.45,32.7,8,-1.54,-1.95,-1.82,25.5,20.25,30.94,-2.0140807263158984
43.1981,-8.9848,209.6,1,56.0,-0.25,0,22.82,25.98,32.18,1,0,0,27.47,31.72,6,-0.62,-1.17,-0.69,24.87,19.66,31.68,-2.0132494003218486
43.0312,-9.2249,145.2,1,21.1,0.36,0,23.99,27.68,33.82,2,0,0,28.68,32.89,10,0.22,0.37,0.31,25.53,20.36,30.91,-2.012993771968077
43.698,-8.0579,167.8,1,56.4,-0.19,0,22.76,26.8,34.11,4,0,0,27.5,32.11,10,-0.56,-0.95,-0.77,25.16,20.15,31.35,-2.0113448539771386
43.2818,-8.8396,88.0,1,5.3,-0.02,0,23.05,26.2,32.64,1,0,0,27.99,31.69,8,-0.06,-0.35,-0.25,25.2,20.27,31.31,-2.009895581513377
43.3783,-8.4346,6.0,1,-21.3,-0.99,0,24.03,27.73,34.27,2,0,0,28.69,32.43,7,-0.86,-1.31,-1.38,25.21,19.9,31.32,-2.0052319238886547
43.1684,-9.1194,161.8,1,63.5,-0.36,0,22.32,25.95,31.98,0,0,0,26.96,30.79,4,-0.77,-0.49,-0.93,25.54,19.51,30.94,-2.0040287748345733
43.0857,-9.2025,50.2,1,-51.4,0.19,0,24.02,27.48,34.32,4,0,0,28.74,32.59,9,0.52,0.49,0.39,25.43,20.5,31.07,-2.003712934601137
43.2743,-8.7529,235.0,1,84.2,0.1,0,22.3,26.39,32.39,2,0,0,26.97,31.35,7,-0.45,-0.61,-0.72,25.32,20.01,31.2,-2.003397094367701
43.2938,-8.667,1.2,1,-99.5,-0.89,0,22.71,25.5,30.01,0,0,0,27.67,31.22,3,-0.26,-0.96,-0.46,25.05,20.26,31.52,-2.002426334726139
43.2745,-8.7406,270.8,1,115.5,-0.31,0,21.66,26.38,32.35,1,0,0,26.19,31.23,8,-1.06,-0.61,-0.8,25.36,19.42,31.16,-2.001947821903939
41.7699,-8.8736,10.0,1,-182.7,-2.27,0,23.22,26.8,33.3,3,0,0,27.63,30.59,3,-1.09,-1.84,-1.89,25.61,20.7,30.87,-2.0014925480229904
42.9498,-9.2462,114.4,1,25.9,0.4,0,24.05,27.7,34.05,4,0,0,28.64,33.28,10,0.22,0.41,0.32,25.57,20.36,30.92,-2.000791150732361
43.0138,-9.1996,104.5,1,-26.8,0.23,0,24.69,28.22,34.46,6,0,0,29.41,33.52,13,0.4,0.34,0.42,25.47,20.52,31.04,-2.0001129923829852
43.2912,-8.8152,87.3,1,-2.9,-0.18,0,22.7,26.1,31.45,0,0,0,27.61,31.43,5,-0.16,-0.2,-0.24,25.3,20.18,31.24,-1.9998203910908001
43.114,-9.142,111.3,1,24.8,0.09,0,23.69,27.13,34.07,1,0,0,28.41,32.25,9,-0.08,0.01,-0.17,25.42,20.03,31.1,-1.9997739132082955
43.3036,-8.6179,161.8,1,37.2,-0.53,0,22.23,25.97,30.76,0,0,0,27.02,31.26,3,-0.77,-0.96,-0.72,25.17,19.8,31.4,-1.9980785173348536
43.1974,-9.0218,61.0,1,-57.8,-0.94,0,22.96,26.77,31.99,0,0,0,27.81,32.16,5,-0.58,-0.4,-0.46,25.23,19.61,31.34,-1.9959046086392105
43.262,-8.9378,162.6,1,89.9,0.44,0,22.86,25.89,31.07,0,0,0,27.67,31.61,5,-0.14,-0.37,-0.02,25.07,20.08,31.54,-1.993099019476695
43.0323,-9.1757,101.3,1,-35.9,-0.14,0,24.35,27.94,34.23,4,0,0,29.14,33.27,12,0.08,-0.0,0.11,25.45,20.3,31.1,-1.992234949597302
43.0865,-9.1655,78.1,1,-33.0,-0.34,0,23.87,27.63,33.38,2,0,0,28.76,32.76,9,-0.14,0.07,-0.04,25.47,20.0,31.08,-1.991510313365422
43.3131,-8.5811,28.0,1,-87.2,-1.14,0,22.38,25.93,30.31,0,0,0,27.23,31.1,1,-0.59,-1.06,-0.85,25.18,20.02,31.42,-1.9912641899557404
43.0215,-9.2614,133.2,1,29.6,0.39,0,23.77,27.16,33.95,5,0,0,28.53,33.04,8,0.2,0.19,0.64,25.35,20.34,31.24,-1.9872554517391436
42.9604,-9.1729,171.6,1,-15.6,-0.28,0,24.39,27.88,34.13,4,0,0,28.97,33.27,11,-0.19,-0.36,-0.25,25.52,20.32,31.05,-1.9853973832769374
43.2993,-8.865,34.2,1,-32.7,-0.06,0,23.04,26.17,31.57,0,0,0,27.94,31.55,5,0.14,0.07,0.1,25.3,20.39,31.31,-1.9847657028100645
43.3415,-8.4954,35.7,1,-28.0,-0.99,0,23.47,26.84,31.59,0,0,0,28.27,32.19,7,-0.81,-1.5,-0.93,25.0,19.93,31.69,-1.9784298882531517
43.282,-8.8273,95.2,1,7.2,-0.1,0,22.91,26.35,32.8,1,0,0,27.86,31.58,8,-0.16,-0.19,-0.36,25.4,20.19,31.23,-1.9768411821418783
43.2995,-8.8526,59.5,1,-8.9,0.08,0,23.0,26.09,31.49,0,0,0,27.94,31.62,7,0.13,-0.0,0.15,25.27,20.4,31.39,-1.9750993083859318
43.1586,-9.1561,68.7,1,-2.0,0.54,0,23.39,26.24,33.18,2,0,0,28.2,31.84,9,0.55,0.42,0.61,25.36,20.53,31.29,-1.9739891150968587
43.1491,-9.1803,30.2,1,-19.5,0.38,0,23.13,25.89,32.09,1,0,0,27.94,31.33,7,0.5,0.54,0.47,25.48,20.48,31.15,-1.9739426372143547
43.2824,-8.8026,107.5,1,1.2,-0.26,0,22.66,26.26,32.78,2,0,0,27.56,31.59,8,-0.27,-0.35,-0.3,25.31,20.11,31.35,-1.97365003592217
43.0315,-9.2126,152.7,1,27.2,0.31,0,24.01,27.9,34.02,4,0,0,28.66,33.07,7,0.13,0.45,0.4,25.61,20.27,31.0,-1.9735338412159105
43.096,-9.1413,132.4,1,6.4,-0.15,0,23.77,27.38,33.71,2,0,0,28.61,32.56,9,-0.2,-0.15,-0.21,25.46,19.97,31.18,-1.9725166036918445
43.2749,-8.7159,108.1,1,-45.4,-0.73,0,22.24,26.08,32.71,1,0,0,27.01,31.26,3,-0.44,-0.75,-0.65,25.3,20.07,31.39,-1.9675603447749377
43.2822,-8.8149,102.5,1,5.7,-0.21,0,22.77,26.21,32.87,1,0,0,27.69,31.76,8,-0.25,-0.37,-0.17,25.25,20.11,31.45,-1.9672212656002497
43.5149,-8.3144,42.8,1,-50.1,-0.54,0,23.76,27.13,31.82,0,0,0,28.76,33.07,11,-0.23,-0.86,-0.56,25.08,20.33,31.66,-1.9647779945536745
43.2846,-8.6791,40.5,1,-75.8,-0.71,0,22.63,25.73,29.43,0,0,0,27.54,31.06,4,-0.23,-0.81,-0.63,25.27,20.3,31.44,-1.9643459596139778
43.1859,-9.1448,97.7,1,-8.0,-0.45,0,22.13,25.11,30.1,0,0,0,26.98,30.44,2,-0.41,-0.64,-0.57,25.39,19.87,31.3,-1.9642994817314738
43.2543,-8.8634,116.6,1,44.7,-0.22,0,23.31,26.89,32.82,3,0,0,28.13,32.51,7,-0.51,-0.61,-0.41,25.22,19.87,31.5,-1.9640068804392896
43.2063,-9.0222,38.5,1,-68.9,-0.54,0,23.39,26.95,31.78,0,0,0,28.25,32.63,6,-0.1,-0.13,0.04,25.25,20.06,31.47,-1.9629199260914683
43.1155,-9.0681,282.9,1,81.6,-0.19,0,23.28,27.15,34.6,2,0,0,27.7,32.14,7,-0.73,-0.83,-0.84,25.39,19.6,31.31,-1.9621488119770834
43.2844,-8.6915,64.6,1,-61.1,-0.58,0,22.46,25.71,29.46,0,0,0,27.33,31.02,3,-0.19,-0.74,-0.57,25.28,20.33,31.44,-1.9618329717436462
43.0505,-9.1641,136.3,1,0.1,-0.02,0,24.18,27.73,34.31,4,0,0,28.93,33.17,10,-0.03,-0.13,0.06,25.46,20.23,31.23,-1.9617632549198905
43.115,-9.0927,239.6,1,69.5,0.13,0,23.64,27.3,33.35,1,0,0,28.33,32.21,10,-0.32,-0.45,-0.65,25.49,19.93,31.2,-1.9606763005720698
43.2809,-8.889,55.9,1,-24.1,-0.15,0,23.21,26.5,32.97,1,0,0,28.07,31.93,6,0.0,-0.11,0.03,25.28,20.27,31.45,-1.9596823019892557
43.1864,-9.1201,32.7,1,-78.2,-0.9,0,22.26,25.25,31.68,0,0,0,27.09,30.82,3,-0.4,-0.74,-0.43,25.29,19.88,31.44,-1.959319983873315
43.5519,-8.2409,164.6,1,91.1,-0.63,0,23.08,27.62,32.91,1,0,0,27.77,33.08,13,-1.22,-0.99,-0.95,25.17,19.46,31.6,-1.9550651222470372
43.2666,-8.6785,188.8,1,59.4,-0.42,0,22.41,26.15,32.55,2,0,0,27.06,31.25,5,-0.81,-1.0,-1.01,25.35,19.78,31.39,-1.9549954054232812
43.5516,-8.2657,110.9,1,26.7,-0.17,0,23.4,27.0,31.85,0,0,0,28.39,32.84,11,-0.35,-0.82,-0.5,25.07,20.21,31.72,-1.9543869638976608
43.2734,-8.8023,119.8,1,7.5,-0.26,0,22.78,26.18,33.01,3,0,0,27.67,32.12,10,-0.31,-0.71,-0.07,25.07,20.1,31.73,-1.9522362941432698
42.9971,-9.1374,261.0,1,14.9,-0.47,0,23.81,27.85,34.56,5,0,0,28.17,32.65,8,-0.57,-0.45,-0.57,25.7,19.93,31.0,-1.9509169503829291
43.086,-9.1902,70.8,1,-29.9,0.31,0,24.19,27.53,34.48,5,0,0,28.97,32.91,10,0.5,0.32,0.49,25.44,20.56,31.31,-1.9495838726254269
43.1497,-9.1557,52.0,1,-12.9,0.39,0,23.36,26.35,32.4,2,0,0,28.27,31.88,7,0.47,0.5,0.63,25.44,20.45,31.31,-1.9495838726254269
43.2633,-8.8637,88.4,1,12.5,-0.18,0,23.36,26.77,32.87,3,0,0,28.27,32.36,9,-0.27,-0.44,-0.27,25.28,20.09,31.51,-1.9467782834629106
43.3038,-8.6056,180.5,1,57.9,-0.55,0,22.06,26.33,31.51,0,0,0,26.74,31.05,3,-0.93,-0.66,-0.97,25.53,19.66,31.22,-1.9463230095819626
41.8238,-8.8754,45.3,1,-68.4,-1.62,0,23.24,27.06,35.02,4,1,0,27.6,31.08,5,-1.19,-1.74,-1.75,25.71,20.6,31.01,-1.946253292758206
43.0127,-9.2488,89.3,1,-11.8,0.49,0,24.36,27.65,34.58,5,0,0,29.1,33.19,9,0.56,0.43,0.56,25.59,20.7,31.16,-1.94414910088632
43.0677,-9.2017,75.8,1,-44.8,0.37,0,24.17,27.67,34.41,5,0,0,28.83,32.77,9,0.65,0.62,0.52,25.56,20.63,31.2,-1.9430853854797507
43.5153,-8.2896,157.0,1,64.4,-0.4,0,23.42,27.49,32.96,2,0,0,28.25,33.15,12,-0.82,-0.93,-0.73,25.16,19.81,31.67,-1.9425234218366332
43.1047,-9.1539,140.6,1,52.6,0.29,0,23.59,27.05,33.52,1,0,0,28.43,32.41,8,-0.05,0.07,0.13,25.46,20.05,31.33,-1.940256557375983
43.0957,-9.1536,115.8,1,7.9,0.17,0,23.97,27.4,33.5,2,0,0,28.87,32.6,10,0.11,0.06,0.01,25.53,20.25,31.25,-1.93987100031879
43.2901,-8.877,56.0,1,-16.9,-0.22,0,22.96,26.36,32.63,1,0,0,27.83,31.82,4,-0.11,0.04,0.14,25.36,20.15,31.46,-1.9374277292722148
43.2905,-8.8523,75.4,1,0.5,0.1,0,23.1,26.3,32.08,1,0,0,28.06,31.73,6,0.09,0.01,0.04,25.4,20.38,31.43,-1.9338277870540626
43.2631,-8.8761,96.4,1,23.7,-0.03,0,23.43,26.89,32.97,3,0,0,28.33,32.34,10,-0.19,-0.3,-0.25,25.36,20.15,31.48,-1.9331263897634332
43.5975,-8.1923,7.7,1,-20.5,-0.67,0,23.71,27.5,32.09,1,0,0,28.71,33.17,11,-0.54,-0.67,-0.62,25.21,20.02,31.66,-1.9321091522393676
43.5624,-8.117,289.6,1,130.8,-0.32,0,23.33,27.9,33.49,2,0,0,27.84,32.7,14,-1.17,-1.2,-1.48,25.33,19.54,31.52,-1.9320626743568643
43.3416,-8.483,93.6,1,27.9,-0.73,0,23.53,27.42,32.2,1,0,0,28.2,32.1,6,-0.92,-1.18,-1.26,25.39,19.85,31.45,-1.932039435415612
