lat,lon,altitud,tierra,anom_altitud,residuo,sospechoso,wrf_tx_medio,wrf_tx_p90,wrf_tx_max,wrf_n_ge32,wrf_n_ge35,wrf_n_ge38,wrf_hx_medio,wrf_hx_p90,wrf_n_hx35,anom_tx_medio,anom_tx_p90,anom_hx_p90,tx_p99_1km,tx_verano_1km,hx_p99_1km,nota
43.2747,-8.7282,184.5,1,26.8,-0.83,0,21.68,26.31,32.26,1,0,0,26.27,31.5,6,-1.01,-0.65,-0.49,25.35,19.48,31.5,-1.9313380381249825
43.2732,-8.8146,120.8,1,18.4,-0.2,0,22.85,26.42,32.7,3,0,0,27.73,32.01,9,-0.32,-0.44,-0.21,25.31,20.07,31.55,-1.9306366408343543
43.0867,-9.1532,93.2,1,-33.7,-0.13,0,24.12,27.68,33.63,2,0,0,29.0,32.86,9,0.08,0.05,-0.03,25.59,20.26,31.24,-1.926943742851194
43.6526,-8.0942,34.6,1,-30.9,-0.49,0,24.07,28.29,32.86,3,0,0,28.99,33.58,17,-0.3,-0.69,-0.56,25.28,20.33,31.61,-1.925271585919003
43.0947,-9.2028,26.1,1,-55.9,0.14,0,23.78,27.47,34.62,2,0,0,28.62,32.24,10,0.49,0.84,0.35,25.78,20.47,31.03,-1.9243610381571057
43.351,-8.4586,40.6,1,-16.8,-0.93,0,23.95,27.76,33.55,3,0,0,28.61,32.62,10,-0.83,-1.35,-1.17,25.28,19.97,31.63,-1.9209702464102216
43.1245,-9.0684,232.8,1,47.9,-0.25,0,23.4,27.31,34.05,2,0,0,28.04,32.22,9,-0.57,-0.58,-0.72,25.52,19.72,31.35,-1.9208772906452134
43.0233,-9.1754,93.0,1,-51.4,-0.18,0,24.51,28.26,34.34,5,0,0,29.29,33.42,13,0.15,0.21,0.18,25.69,20.39,31.16,-1.9190192221830071
43.2454,-8.8631,120.5,1,46.1,-0.35,0,23.35,27.26,32.31,3,0,0,28.11,32.6,8,-0.65,-0.5,-0.57,25.43,19.75,31.47,-1.9176861444255056
42.9506,-9.2094,81.4,1,-28.3,0.37,0,24.82,28.14,34.83,6,0,0,29.45,33.91,15,0.55,0.45,0.66,25.61,20.69,31.26,-1.9176164276017493
43.0125,-9.2611,91.2,1,-3.6,0.45,0,24.18,27.46,34.42,6,0,0,29.04,33.34,9,0.46,0.35,0.78,25.51,20.6,31.38,-1.9169382692523724
43.3231,-8.5196,5.0,1,-48.1,-1.27,0,23.3,26.79,31.85,0,0,0,27.99,32.12,2,-0.96,-1.35,-0.86,25.18,19.78,31.77,-1.915990748552063
43.1697,-9.0578,125.6,1,-0.7,-0.37,0,23.23,26.93,32.17,1,0,0,27.86,32.37,8,-0.37,-0.38,-0.23,25.31,19.8,31.62,-1.9155819525536186
43.3087,-8.8406,55.5,1,-8.5,0.3,0,23.13,26.27,32.07,1,0,0,28.01,31.51,8,0.35,0.26,0.15,25.52,20.62,31.39,-1.9122746116276503
43.5241,-8.3022,52.1,1,-35.6,-0.57,0,23.49,27.0,31.61,0,0,0,28.58,33.08,10,-0.35,-0.8,-0.35,25.13,20.21,31.87,-1.9070489903598116
43.2802,-8.9261,122.2,1,35.8,0.37,0,23.0,26.52,31.89,0,0,0,27.76,31.64,5,0.13,0.41,0.2,25.57,20.33,31.36,-1.9061616815391664
42.9694,-9.1732,245.8,1,58.8,0.16,0,24.32,27.84,35.0,4,0,0,28.78,33.42,10,-0.23,-0.35,-0.03,25.58,20.26,31.35,-1.9057993634232262
43.2815,-8.852,78.4,1,-2.0,0.04,0,23.23,26.4,32.72,1,0,0,28.19,32.06,6,0.04,-0.18,0.12,25.33,20.36,31.65,-1.9041039675497844
43.1602,-9.0821,164.8,1,51.7,0.29,0,23.43,27.04,32.28,2,0,0,28.1,32.27,7,-0.05,-0.06,-0.09,25.45,20.08,31.51,-1.9040574896672795
42.9675,-9.2592,67.6,1,-31.2,0.19,0,24.46,28.09,34.06,5,0,0,29.33,33.88,16,0.38,0.51,0.66,25.67,20.52,31.26,-1.902538500379761
43.1891,-8.9845,196.9,1,38.6,-0.33,0,22.94,26.54,33.12,1,0,0,27.57,31.62,7,-0.58,-0.74,-0.88,25.42,19.74,31.56,-1.9008431045063192
43.3085,-8.8529,34.9,1,-29.8,0.41,0,23.36,26.35,32.02,1,0,0,28.16,31.4,8,0.59,0.41,0.11,25.63,20.84,31.32,-1.8996864333347423
42.9784,-9.1736,266.6,1,82.3,0.4,0,24.38,27.91,34.49,6,0,0,28.79,33.38,11,-0.13,-0.24,-0.0,25.63,20.31,31.33,-1.8975357635803518
43.2662,-8.7032,176.0,1,29.2,-0.25,0,22.48,26.38,32.77,2,0,0,27.24,31.35,4,-0.45,-0.7,-0.82,25.53,20.1,31.45,-1.8968576052309742
42.9958,-9.1989,87.0,1,-56.6,0.12,0,24.88,28.57,34.83,8,0,0,29.56,33.78,14,0.48,0.62,0.56,25.78,20.62,31.16,-1.8964023313500258
43.022,-9.2368,104.0,1,-9.3,0.5,0,24.3,27.9,34.29,5,0,0,28.96,33.04,9,0.55,0.69,0.48,25.85,20.69,31.08,-1.8960167742928336
43.069,-9.1402,139.1,1,-17.7,-0.14,0,24.15,27.66,34.02,4,0,0,28.94,33.1,10,-0.03,-0.22,-0.04,25.57,20.25,31.42,-1.8932576630128213
43.304,-8.5932,147.9,1,23.6,-0.73,0,22.15,26.34,32.27,2,0,0,26.79,31.26,3,-0.89,-0.71,-0.81,25.54,19.72,31.46,-1.8921939476062524
43.2158,-8.9978,32.5,1,-86.9,-0.46,0,23.44,26.66,32.12,1,0,0,28.44,32.31,5,0.09,-0.24,-0.04,25.34,20.29,31.7,-1.8908376309074986
43.0962,-9.129,136.2,1,-13.5,-0.33,0,23.78,27.46,33.99,2,0,0,28.62,32.86,8,-0.25,-0.22,-0.04,25.52,19.96,31.49,-1.890767914083743
43.5422,-8.2903,16.2,1,-68.0,-0.74,0,23.29,26.83,30.72,0,0,0,28.41,32.75,8,-0.3,-0.62,-0.29,25.22,20.24,31.86,-1.8865827692812212
43.2728,-8.8393,92.1,1,3.4,0.01,0,23.26,26.5,32.99,3,0,0,28.19,32.26,8,-0.02,-0.31,0.0,25.36,20.34,31.7,-1.8858116551668362
43.6032,-7.6212,301.8,1,112.2,-0.76,0,22.78,26.95,32.22,1,0,0,27.16,32.06,5,-1.5,-1.51,-2.0,25.84,19.58,31.14,-1.88562574363682
43.023,-9.1877,95.9,1,-40.5,0.11,0,24.65,28.38,35.17,7,1,0,29.26,33.62,11,0.36,0.44,0.48,25.73,20.53,31.28,-1.8831592336489926
42.9858,-9.2477,64.0,1,-37.1,0.2,0,24.45,28.1,33.82,6,0,0,29.32,33.42,13,0.43,0.71,0.52,25.87,20.57,31.12,-1.8823881195346073
41.86,-8.8646,6.9,1,-105.0,-2.08,0,23.39,27.32,33.03,2,0,0,27.92,31.92,5,-1.4,-1.81,-1.37,25.64,20.39,31.39,-1.882118757183675
43.0043,-9.2238,70.2,1,-37.2,0.42,0,24.85,28.36,34.49,7,0,0,29.66,33.61,16,0.65,0.68,0.58,25.84,20.79,31.18,-1.877023064619257
43.7074,-8.0208,79.6,1,-141.1,-0.74,0,22.86,26.54,31.29,0,0,0,27.62,31.81,8,0.16,-0.74,-0.39,25.37,20.87,31.73,-1.8768466580333318
43.1898,-8.9475,241.6,1,81.2,-0.36,0,22.76,26.72,31.6,0,0,0,27.33,31.73,9,-0.89,-0.8,-0.89,25.46,19.5,31.63,-1.875736464744259
43.0045,-9.2115,80.1,1,-40.2,0.46,0,25.07,28.44,35.01,9,1,0,29.76,33.92,16,0.72,0.55,0.74,25.71,20.86,31.34,-1.8752811908633102
43.087,-9.1409,123.2,1,-20.5,-0.11,0,24.06,27.67,33.45,2,0,0,28.9,32.92,10,0.01,-0.01,-0.01,25.66,20.22,31.4,-1.8749421116886222
43.0955,-9.1659,60.8,1,-33.4,-0.09,0,23.92,27.46,33.61,3,0,0,28.87,32.92,10,0.12,0.21,0.43,25.55,20.22,31.53,-1.8746262714551851
43.1324,-9.118,43.0,1,-66.1,-0.21,0,24.04,27.24,32.17,1,0,0,28.96,32.77,8,0.22,-0.02,0.24,25.44,20.34,31.66,-1.8743104312217487
43.3083,-8.8653,18.6,1,-45.8,0.22,0,23.3,26.48,31.33,0,0,0,28.07,31.43,7,0.51,0.54,0.16,25.72,20.75,31.34,-1.8727682029929795
43.3004,-8.8032,72.8,1,-14.7,-0.02,0,22.69,26.39,30.41,0,0,0,27.49,31.23,3,0.07,0.37,-0.12,25.79,20.4,31.26,-1.8723826459357866
43.6074,-8.118,165.9,1,16.8,-0.42,0,23.47,28.06,32.71,2,0,0,28.22,32.84,16,-0.54,-0.53,-0.82,25.53,20.05,31.57,-1.8710495681782846
43.2624,-8.9131,87.6,1,8.1,-0.13,0,23.32,27.11,33.23,3,0,0,27.94,32.09,7,-0.19,0.14,-0.18,25.65,20.08,31.43,-1.8710030902957813
42.9406,-9.2581,126.2,1,49.5,0.82,0,24.18,27.93,34.71,4,0,0,28.86,33.42,12,0.49,0.76,0.53,25.92,20.63,31.13,-1.8676725104285605
43.5702,-8.2165,58.7,1,3.3,-0.66,0,23.64,27.74,32.07,1,0,0,28.52,33.03,13,-0.68,-0.84,-0.93,25.39,20.05,31.75,-1.867519342783888
43.0972,-9.0797,328.0,1,105.8,-0.01,0,23.29,27.33,32.91,1,0,0,27.75,32.29,9,-0.7,-0.67,-0.67,25.63,19.65,31.47,-1.8674263870188805
43.6343,-8.1187,36.3,1,-75.4,-0.55,0,23.99,27.82,32.56,3,0,0,28.97,33.44,16,-0.07,-0.74,-0.27,25.22,20.54,31.95,-1.867226741491704
43.2811,-8.8767,54.7,1,-20.1,-0.03,0,23.34,26.58,33.22,1,0,0,28.29,32.21,9,0.09,-0.03,0.27,25.41,20.38,31.73,-1.8667947065520072
43.199,-8.9355,148.4,1,14.7,-0.59,0,23.04,26.88,32.08,1,0,0,27.66,31.79,9,-0.69,-0.63,-0.9,25.55,19.69,31.57,-1.8660235924376223
43.1317,-9.155,15.0,1,-44.1,0.49,0,24.0,26.96,34.3,2,0,0,28.87,32.41,11,0.77,0.73,0.75,25.67,20.75,31.43,-1.8659771145551178
43.1142,-9.1297,61.0,1,-49.2,-0.25,0,24.1,27.59,33.89,3,0,0,28.84,32.91,11,0.06,0.06,0.11,25.6,20.2,31.52,-1.8642120018579198
43.6717,-7.9952,375.9,1,85.0,-0.08,0,22.31,27.05,34.07,1,0,0,26.71,31.81,11,-0.63,-0.74,-0.76,25.55,20.07,31.58,-1.8638729226832318
43.1404,-9.1677,23.8,1,-30.6,0.61,0,23.73,26.4,33.43,1,0,0,28.6,32.21,10,0.8,0.58,0.94,25.52,20.78,31.62,-1.862809207276662
43.1796,-9.0088,191.4,1,43.2,-0.27,0,23.13,26.75,32.71,1,0,0,27.81,32.11,9,-0.55,-0.71,-0.62,25.41,19.74,31.75,-1.8624933670432255
42.9781,-9.1859,175.3,1,11.2,0.45,0,24.86,28.33,34.78,7,0,0,29.38,33.72,12,0.37,0.27,0.35,25.8,20.71,31.3,-1.8612669790478922
43.2725,-8.8517,78.7,1,-5.6,-0.02,0,23.38,26.75,33.07,3,0,0,28.35,32.24,9,0.01,-0.12,-0.04,25.52,20.36,31.63,-1.8606585375222715
43.2527,-8.9498,82.0,1,10.0,0.34,0,23.27,26.06,31.82,0,0,0,28.21,31.93,7,0.27,-0.18,0.3,25.29,20.49,31.9,-1.8603891751713393
43.1687,-9.1071,127.8,1,19.8,-0.41,0,22.58,26.26,32.52,2,0,0,27.24,31.35,7,-0.54,-0.32,-0.46,25.71,19.74,31.41,-1.8602265025825746
43.1786,-9.0582,45.9,1,-74.7,-0.48,0,23.5,27.02,31.67,0,0,0,28.29,32.87,8,-0.01,-0.16,0.37,25.3,20.13,31.9,-1.8578761873010077
43.6183,-7.9444,312.5,1,102.9,-0.43,0,22.61,26.43,32.64,1,0,0,27.18,32.24,8,-1.1,-1.37,-1.13,25.43,19.63,31.75,-1.8574673913025632
42.9495,-9.2585,151.5,1,68.2,0.8,0,23.98,27.72,34.32,3,0,0,28.65,33.4,11,0.36,0.69,0.66,25.85,20.5,31.26,-1.8573047187137985
43.6891,-8.0453,114.8,1,-19.2,-0.75,0,22.81,27.47,34.0,4,0,0,27.45,32.55,13,-0.63,-0.55,-0.52,25.56,20.08,31.6,-1.8570585953041188
43.2642,-8.8143,118.0,1,13.4,-0.13,0,23.17,26.93,32.82,3,0,0,28.02,32.23,10,-0.22,-0.28,-0.33,25.59,20.2,31.57,-1.8559716409562972
43.1776,-9.1075,70.8,1,-43.7,-0.72,0,22.47,25.9,31.66,0,0,0,27.23,31.31,4,-0.45,-0.46,-0.27,25.57,19.83,31.6,-1.8545456074337872
43.2754,-8.6912,145.6,1,12.4,-0.4,0,22.35,26.23,31.34,0,0,0,27.11,31.26,3,-0.49,-0.53,-0.64,25.63,20.05,31.53,-1.8545223684925354
43.106,-9.0924,281.0,1,89.7,0.32,0,23.69,27.26,33.4,2,0,0,28.32,32.62,9,-0.27,-0.53,-0.26,25.52,20.01,31.66,-1.854206528259099
43.264,-8.8267,110.5,1,15.3,-0.02,0,23.3,26.94,32.87,3,0,0,28.18,32.26,9,-0.13,-0.21,-0.32,25.62,20.27,31.55,-1.852734016854085
42.9691,-9.1855,185.4,1,22.5,0.66,0,25.04,28.56,35.93,8,1,0,29.58,33.86,17,0.51,0.45,0.41,25.88,20.83,31.25,-1.8519164248571967
42.9963,-9.1743,211.3,1,35.9,0.41,0,24.58,28.33,34.67,7,0,0,29.08,33.5,11,0.18,0.25,0.25,25.85,20.49,31.29,-1.8508527094506266
43.6068,-8.1677,0.4,1,-69.5,-0.51,0,24.04,27.53,32.8,2,0,0,29.09,33.4,14,-0.07,-0.63,-0.29,25.27,20.5,31.97,-1.8503604626312662
43.266,-8.7156,159.9,1,7.3,-0.53,0,22.3,26.39,32.66,2,0,0,26.99,31.78,5,-0.58,-0.73,-0.44,25.45,19.96,31.76,-1.8502907458075095
42.9501,-9.2339,87.5,1,-2.6,0.52,0,24.54,28.15,35.05,5,1,0,29.14,33.8,14,0.53,0.68,0.71,25.84,20.67,31.31,-1.8490643578121768
43.2712,-8.9257,166.2,1,84.2,0.55,0,23.08,26.65,32.07,1,0,0,27.8,31.85,7,0.0,0.26,0.11,25.63,20.22,31.57,-1.8459196894749725
43.2071,-8.9852,174.3,1,30.6,-0.15,0,23.04,26.33,31.66,0,0,0,27.78,32.14,4,-0.35,-0.71,-0.21,25.23,19.91,32.04,-1.8453577258318552
43.0788,-9.1037,261.2,1,42.7,-0.08,0,23.67,27.44,33.55,4,0,0,28.22,32.73,11,-0.37,-0.48,-0.32,25.65,19.98,31.55,-1.8451950532430916
43.6634,-7.9329,297.0,1,63.7,-0.99,0,21.55,26.3,31.6,0,0,0,25.91,31.33,6,-1.41,-1.08,-1.27,25.61,19.39,31.6,-1.8444936559524625
43.2903,-8.8646,50.2,1,-21.9,0.03,0,23.22,26.39,31.67,0,0,0,28.18,32.13,6,0.17,0.08,0.45,25.44,20.45,31.8,-1.8442010546602776
43.2723,-8.864,73.2,1,-5.3,-0.02,0,23.42,26.83,33.17,3,0,0,28.39,32.33,11,0.01,-0.06,0.05,25.54,20.34,31.69,-1.842728543255264
43.5626,-8.1046,257.8,1,84.8,-0.35,0,23.56,28.01,34.17,3,0,0,28.07,32.89,17,-0.9,-1.06,-1.24,25.5,19.8,31.75,-1.8398764762102444
43.273,-8.827,110.2,1,16.3,-0.03,0,23.07,26.67,32.85,3,0,0,27.97,32.16,9,-0.15,-0.13,-0.07,25.58,20.23,31.66,-1.8391286010371117
43.2756,-8.6788,117.4,1,-7.6,-0.58,0,22.48,26.2,31.46,0,0,0,27.26,31.37,4,-0.54,-0.62,-0.6,25.6,20.02,31.64,-1.83840396480523
43.06,-9.1399,162.4,1,-2.1,-0.16,0,24.1,27.85,33.94,4,0,0,28.79,33.26,8,-0.15,-0.12,0.02,25.73,20.17,31.5,-1.8358444990523952
43.5154,-8.2772,150.0,1,62.8,-0.47,0,23.56,27.91,32.87,1,0,0,28.32,33.25,14,-0.88,-0.81,-0.86,25.48,19.85,31.8,-1.8341491031789525
43.2705,-8.9628,61.2,1,-26.1,0.43,0,23.12,26.01,31.94,0,0,0,27.93,31.64,8,0.6,0.44,0.62,25.55,20.81,31.72,-1.8337635461217605
42.9601,-9.1852,142.9,1,-18.3,0.66,0,25.33,28.92,35.3,8,1,0,29.93,34.23,22,0.77,0.76,0.69,25.92,20.91,31.29,-1.8332617943583078
43.5885,-8.1921,13.8,1,-20.8,-0.56,0,23.93,27.82,32.51,2,0,0,28.91,33.38,14,-0.43,-0.55,-0.56,25.43,20.17,31.87,-1.8316593542498736
43.2626,-8.9007,46.9,1,-34.0,-0.22,0,23.54,27.02,32.95,3,0,0,28.42,32.55,9,-0.01,-0.06,0.16,25.49,20.28,31.8,-1.8316361153086218
43.1137,-9.1543,107.3,1,36.2,0.57,0,23.83,27.22,34.33,1,0,0,28.59,32.36,9,0.33,0.53,0.31,25.81,20.4,31.43,-1.8307952843704811
43.1322,-9.1304,30.9,1,-58.2,0.18,0,24.35,27.33,33.81,2,0,0,29.17,33.0,13,0.55,0.18,0.52,25.51,20.63,31.79,-1.82876080932235
43.3129,-8.5935,63.1,1,-51.6,-0.68,0,22.57,26.46,31.1,0,0,0,27.27,31.3,1,-0.35,-0.45,-0.65,25.73,20.24,31.54,-1.8272418200348324
43.1152,-9.0804,295.1,1,112.0,0.36,0,23.64,27.58,33.66,5,0,0,28.08,32.45,9,-0.37,-0.32,-0.49,25.76,19.92,31.51,-1.82615486568701
43.0503,-9.1764,125.7,1,-3.2,0.48,0,24.54,28.09,35.02,7,1,0,29.14,33.35,12,0.49,0.42,0.45,25.82,20.68,31.44,-1.8261316267457581
43.6626,-8.0074,277.1,1,51.1,-0.16,0,23.05,27.8,33.99,3,0,0,27.58,32.41,14,-0.5,-0.54,-0.83,25.75,20.19,31.53,-1.82436651404856
43.2799,-8.9384,90.5,1,6.5,0.44,0,23.05,26.39,31.4,0,0,0,27.77,31.7,6,0.4,0.58,0.51,25.69,20.61,31.61,-1.8222390832354214
43.0682,-9.1771,117.7,1,4.6,0.63,0,24.51,28.02,34.73,6,0,0,29.17,33.1,10,0.59,0.53,0.39,25.88,20.75,31.39,-1.8218070482957254
43.1682,-9.1318,162.4,1,75.9,-0.06,0,22.47,26.23,31.55,0,0,0,27.12,30.97,4,-0.56,-0.03,-0.62,26.0,19.72,31.25,-1.8217605704132211
43.2835,-8.7408,176.7,1,23.5,-0.22,0,22.18,26.69,32.41,2,0,0,26.8,31.46,5,-0.38,-0.06,-0.31,25.78,20.07,31.51,-1.8211288899463476
43.6161,-8.1431,103.5,1,1.4,-0.26,0,23.76,27.66,32.41,1,0,0,28.69,33.39,15,-0.28,-0.62,-0.23,25.33,20.31,32.04,-1.8202278471285431
43.051,-9.1395,162.4,1,-7.6,-0.1,0,24.25,27.93,34.11,5,0,0,28.93,33.31,11,-0.06,-0.11,0.0,25.8,20.3,31.5,-1.8182535839600762
43.3034,-8.6303,116.0,1,-10.3,-0.21,0,22.85,26.48,30.8,0,0,0,27.59,31.46,6,-0.15,-0.32,-0.48,25.75,20.4,31.57,-1.8157638350309973
42.9524,-9.1234,399.9,1,106.7,-0.23,0,23.49,27.45,33.16,4,0,0,27.57,31.99,6,-0.93,-0.99,-1.21,26.01,19.96,31.27,-1.814946243034108
