lat,lon,d_tx30_pend_decada,d_tx30_salto_21_25,d_tx32_pend_decada,d_tx32_salto_21_25,tx_p99_pend_decada,tx_p99_salto_21_25,tx_verano_pend_decada,tx_verano_salto_21_25,noches_trop_pend_decada,noches_trop_salto_21_25,at_p99_pend_decada,at_p99_salto_21_25
43.2,-8.9,0.0,0.0,0.0,0.0,0.4515171732220857,0.5508062362670927,0.8273273876734961,0.6109889984130845,0.4642857142857176,0.5,0.21833016137748207,0.4992168288702672
43.2,-8.8,0.7857142857142919,0.9,0.0,0.0,0.6764027050562692,0.7080270767211942,0.9141484669276444,0.690254783630369,0.4642857142857176,0.5,0.26298736879516,0.4942794999419391
43.2,-8.7,1.1071428571428497,0.8999999999999999,0.0,0.0,0.9271727289471641,0.9110334396362312,0.9941643306186999,0.7596326828002944,0.4642857142857183,0.6,0.5936100100757503,0.6991510021672234
43.2,-8.6,1.2499999999999936,1.0999999999999999,0.0,0.0,1.2784865243093604,1.2057929992675795,1.054562773023309,0.8023689270019503,0.2857142857142881,0.4,1.242912883525388,1.1672938072241656
43.2,-8.5,1.214285714285714,1.0,1.035714285714279,1.0999999999999999,1.367198126656597,1.1778873443603537,1.0990365573337824,0.8177310943603509,0.2857142857142881,0.4,1.6619059684064064,1.428661963156209
43.2,-8.4,0.6071428571428388,0.5999999999999999,1.178571428571422,1.2,1.1011902264185671,0.8877233505249045,1.055690765380833,0.7584863662719741,0.4642857142857183,0.6,1.655757162292624,1.3551891418518913
43.2,-8.3,0.6785714285713439,0.3999999999999999,0.9999999999999967,0.7000000000000001,0.8055730547223106,0.584510231018065,0.9908165931701417,0.6826396942138686,0.4642857142857183,0.6,1.6339252060920328,1.2671994923286753
43.2,-8.2,0.4999999999998984,0.2999999999999998,0.821428571428563,0.30000000000000004,0.7603556088038235,0.4862390518188491,0.9946539742605756,0.6651496887207031,0.4642857142857183,0.6,1.736692400576628,1.3134756536104248
43.2,-8.1,0.428571428571343,0.10000000000000009,0.9285714285714093,0.8,1.0000031335012647,0.6584083557128899,1.1136356081281098,0.7414028167724602,0.2857142857142881,0.4,1.7865838944090797,1.3038686384985212
43.2,-8.0,1.3928571428570788,0.3999999999999999,1.249999999999976,1.1,1.1227663585117156,0.7968088150024393,1.2187420981270594,0.8121143341064467,0.2857142857142881,0.4,1.8142240095533788,1.300706201708298
43.2,-7.9,0.9999999999999412,0.10000000000000009,1.392857142857121,1.4,1.266549723488868,0.8527002334594727,1.2865848541259404,0.860135650634767,0.2857142857142881,0.4,1.795337235825312,1.279374498378239
43.2,-7.8,1.3214285714284597,0.6000000000000001,1.285714285714263,1.1,1.3607063293456343,0.919230651855468,1.2971854891095522,0.8796852111816413,0.2857142857142881,0.4,1.9577362935076934,1.3702317431881923
