ranking,lat,lon,provincia,dist_costa_km,indice_calor,score_calor,score_confort,n_anios,n_dias,d_tx28,d_tx30,d_tx32,d_tx35,d_tx38,tx_p99,tx_p999,tx_max,tx_verano,noches_trop,noches_18,tn_p99,olas_n,olas_dias,olas_largas_n,at_p99,at_max,d_at27,d_at30,d_at32,d_at35,at_verano,hx_p99,hx_max,d_hx30,d_hx35,d_hx40,wb_p99,wb_max,d_wb24,d_wb26,d_wb28,viento_medio,viento_verano,viento_dias_calidos,hi_p99,d_hi32,hr_verano,noches_bochorno,tmean,amplitud,d_helada,tn_p01,rango_anual
11,43.3,-8.7,A Coruña,0.8,16.3,19.329268292682926,11.638719512195124,15,5390,0.8666666666666667,0.0,0.0,0.0,0.0,25.753215789794922,28.57593536376953,29.544586181640625,20.45462417602539,0.26666666666666666,7.933333333333334,18.2620792388916,1.6666666666666667,6.4,0.4,26.557481854350595,32.87695063398401,2.6666666666666665,0.4,0.13333333333333333,0.0,18.711776385245578,31.675629987601024,37.547885775810336,8.466666666666667,0.6,0.0,20.935615201859363,24.368674409095238,0.13333333333333333,0.0,0.0,5.135686874389648,4.589867115020752,3.774940252304077,25.753216552734365,0.0,69.65801796360343,5.133333333333334,14.106438636779785,4.864569187164307,0.0,3.3777430057525635,13.561790466308594
12,43.6,-8.0,A Coruña,9.9,16.4,15.388719512195124,17.8125,15,5390,1.4666666666666666,0.4,0.0,0.0,0.0,26.69786834716797,30.066673278808594,31.280181884765625,20.6666259765625,0.6,10.066666666666666,18.428688049316406,1.4,5.333333333333333,0.26666666666666666,27.550521747120843,35.28622636807098,4.666666666666667,1.2666666666666666,0.4,0.06666666666666667,19.04520805453983,32.844493243646724,40.915489710970974,11.466666666666667,1.4666666666666666,0.06666666666666667,21.314155923625986,25.208841822385853,0.2,0.0,0.0,4.504140853881836,4.125802040100098,3.1323492527008057,26.729419042840618,0.13333333333333333,67.63973041797928,6.866666666666666,13.637078285217285,4.904975414276123,0.0,3.61137318611145,14.593353271484375
12,43.7,-8.0,A Coruña,0.8,16.4,17.408536585365855,14.916158536585368,15,5390,0.9333333333333333,0.3333333333333333,0.0,0.0,0.0,26.105621337890625,29.62891960144043,30.762603759765625,20.71038246154785,0.8666666666666667,18.0,18.83089828491211,1.4,5.666666666666667,0.4,26.85131594838916,33.7946978253882,3.533333333333333,0.8,0.13333333333333333,0.0,18.856191462553035,32.11942814255827,39.74297412494628,10.0,0.8666666666666667,0.0,21.10794494978196,24.64699230937804,0.06666666666666667,0.0,0.0,5.104116916656494,4.669132232666016,3.6051371097564697,26.105621337890618,0.13333333333333333,68.6895732905985,11.8,14.235776901245117,4.402000427246094,0.0,4.709478855133057,13.704122543334961
14,43.1,-9.1,A Coruña,6.6,16.5,18.856707317073173,13.079268292682926,15,5390,0.9333333333333333,0.0,0.0,0.0,0.0,26.033584594726562,28.901870727539062,29.354888916015625,20.276926040649414,0.3333333333333333,6.2,18.119888305664062,1.7333333333333334,6.266666666666667,0.2,26.71325902596983,33.741629837960765,3.2,0.8,0.2,0.0,18.364399322014645,31.870810103010136,38.550837714607304,8.133333333333333,1.0666666666666667,0.0,20.972681391896085,24.750712899780492,0.13333333333333333,0.0,0.0,5.259177207946777,4.874748229980469,4.107131004333496,26.033585205078122,0.0,69.83696689121118,4.466666666666667,13.871244430541992,4.621463298797607,0.0,4.011954307556152,13.448108673095703
14,42.7,-7.1,Lugo,95.9,16.5,21.76829268292683,8.47560975609756,15,5390,8.4,3.3333333333333335,0.6,0.0,0.0,29.693635940551758,32.516632080078125,33.406158447265625,21.87863540649414,0.0,0.5333333333333333,16.31904411315918,1.4,5.733333333333333,0.2,28.73226077142164,33.689293554981326,8.666666666666666,1.4,0.26666666666666666,0.0,20.22968745149069,31.840745654553384,35.440433481924025,9.6,0.2,0.0,19.487293974869306,22.048754191063324,0.0,0.0,0.0,2.005324602127075,1.847596526145935,1.6800155639648438,28.932252919154223,0.26666666666666666,50.68968848207748,0.0,9.894009590148926,9.024569511413574,61.333333333333336,-4.691707611083984,23.417911529541016
16,43.2,-9.0,A Coruña,3.0,16.9,18.795731707317074,13.940548780487804,15,5390,0.9333333333333333,0.0,0.0,0.0,0.0,25.972637176513672,28.862516403198242,29.372955322265625,20.245471954345703,0.3333333333333333,7.4,18.220863342285156,1.7333333333333334,6.266666666666667,0.26666666666666666,26.76116734487502,33.39008965068314,3.2666666666666666,0.7333333333333333,0.2,0.0,18.406434117402966,32.315749663258565,38.963147887852635,9.533333333333333,1.0666666666666667,0.0,21.214906482720096,25.04519264386199,0.26666666666666666,0.0,0.0,5.289543151855469,4.863549709320068,3.8831329345703125,25.972637939453122,0.0,70.74637308264732,5.533333333333333,14.012423515319824,4.665623664855957,0.0,4.046580791473389,13.27210807800293
17,42.3,-6.8,Ourense,139.5,17.1,27.141768292682926,1.9512195121951224,15,5390,6.866666666666666,1.8,0.13333333333333333,0.0,0.0,29.131105422973633,31.191991806030273,32.518707275390625,21.61882209777832,0.0,0.26666666666666666,15.846846580505371,1.7333333333333334,7.0,0.4,26.988922980810354,31.28275981247802,3.533333333333333,0.13333333333333333,0.0,0.0,19.476697459078878,29.61597829229847,32.655483157147714,2.466666666666667,0.0,0.0,17.600175383041055,20.737593479935512,0.0,0.0,0.0,1.677809715270996,1.5737428665161133,1.5592427253723145,28.01498237243496,0.0,45.0505575124323,0.0,8.94933795928955,8.803256034851074,79.86666666666666,-5.651190280914307,24.099924087524414
18,43.0,-9.1,A Coruña,8.8,17.3,19.75609756097561,13.612804878048781,15,5390,1.4666666666666666,0.2,0.0,0.0,0.0,26.668581008911133,29.281579971313477,31.060699462890625,20.679672241210938,0.4,6.0,18.16420555114746,1.7333333333333334,6.266666666666667,0.26666666666666666,27.053594110424747,32.69135155816442,3.8666666666666667,0.8666666666666667,0.2,0.0,18.903741984059362,32.07818040783847,38.07574494153862,10.6,1.0666666666666667,0.0,20.73069805317109,24.106347189597724,0.06666666666666667,0.0,0.0,4.876335144042969,4.572419166564941,4.188992500305176,26.668580322265626,0.06666666666666667,67.81026586637107,3.933333333333333,13.764378547668457,4.924106121063232,0.0,3.4055163860321045,14.296792984008789
19,43.5,-7.6,Lugo,20.7,18.1,19.98475609756098,15.167682926829269,15,5390,2.7333333333333334,0.7333333333333333,0.26666666666666666,0.0,0.0,27.693218231201172,31.393634796142578,32.659088134765625,20.685976028442383,0.0,0.8,16.96831703186035,1.6666666666666667,6.333333333333333,0.3333333333333333,28.64312140401747,35.312275074341315,6.466666666666667,2.0,0.6,0.13333333333333333,19.460070029560228,32.90936135274616,39.173441471764306,11.2,1.4666666666666666,0.0,21.029099730744548,24.20627849230157,0.06666666666666667,0.0,0.0,3.080308675765991,2.7942214012145996,1.5480847358703613,28.007402539199898,0.3333333333333333,62.85400680066557,0.4666666666666667,11.783585548400879,6.622372150421143,4.733333333333333,-0.24530640244483948,17.661357879638672
20,42.0,-8.8,Pontevedra,8.4,18.2,20.121951219512198,15.350609756097562,15,5390,2.2,0.4666666666666667,0.0,0.0,0.0,27.454471588134766,30.501209259033203,31.124908447265625,21.7923526763916,1.4666666666666666,9.933333333333334,18.762935638427734,1.4,5.733333333333333,0.3333333333333333,27.61677984955216,32.912398410396264,5.133333333333334,0.7333333333333333,0.26666666666666666,0.0,20.647295655579825,32.76305109644455,38.055020994931766,17.333333333333332,0.8,0.0,21.197628363542076,24.241713815676746,0.06666666666666667,0.0,0.0,3.8439981937408447,3.5781986713409424,3.3473193645477295,27.793057989264764,0.13333333333333333,65.00499419741577,5.733333333333333,14.097023010253906,6.0952277183532715,0.6,1.549715518951416,16.115013122558594
