id,concello,provincia,lat,lon,alt,n_anios,escenario,periodo,hipotesis,tx_p99,d_tx30,noches_trop,cdd,ola_dias,ola_max,hx_p99,d_hx30,d_hx35,d_hx40,hr_verano,d_tx,d_tmean
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,-,hoy,medido,28.06,1.5,1.0,149.456,3.167,4.0,38.669,49.25,10.75,2.25,81.694,,
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp126,near_future,rocio_fijo,28.995,1.75,4.083,262.827,3.167,4.0,39.604,61.75,15.167,3.167,77.182,0.935,1.02
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp126,near_future,hr_fija,28.995,1.75,4.083,262.827,3.167,4.0,40.46,72.167,20.917,3.75,81.694,0.935,1.02
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp126,medium_future,rocio_fijo,29.547,2.5,8.25,329.747,3.167,4.0,40.156,69.833,19.167,3.5,74.651,1.487,1.516
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp126,medium_future,hr_fija,29.547,2.5,8.25,329.747,3.167,4.0,41.595,87.417,28.167,5.167,81.694,1.487,1.516
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp126,far_future,rocio_fijo,29.53,2.5,8.167,323.406,3.167,4.0,40.139,69.75,18.75,3.5,74.727,1.47,1.471
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp126,far_future,hr_fija,29.53,2.5,8.167,323.406,3.167,4.0,41.56,86.917,27.667,5.083,81.694,1.47,1.471
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp245,near_future,rocio_fijo,28.951,1.75,5.417,284.245,3.167,4.0,39.56,61.333,14.917,3.167,77.388,0.891,1.184
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp245,near_future,hr_fija,28.951,1.75,5.417,284.245,3.167,4.0,40.374,70.917,20.333,3.75,81.694,0.891,1.184
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp245,medium_future,rocio_fijo,29.804,2.75,12.917,378.382,3.167,4.0,40.413,73.667,20.75,3.75,73.504,1.744,1.849
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp245,medium_future,hr_fija,29.804,2.75,12.917,378.382,3.167,4.0,42.129,94.083,31.167,6.0,81.694,1.744,1.849
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp245,far_future,rocio_fijo,30.58,4.75,21.667,446.195,3.167,4.0,41.189,86.417,25.583,4.25,70.159,2.52,2.281
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp245,far_future,hr_fija,30.58,4.75,21.667,446.195,3.167,4.0,43.741,113.417,44.5,10.5,81.694,2.52,2.281
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp370,near_future,rocio_fijo,28.887,1.75,5.083,274.769,3.167,4.0,39.496,60.333,14.833,3.0,77.689,0.827,1.112
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp370,near_future,hr_fija,28.887,1.75,5.083,274.769,3.167,4.0,40.251,69.25,19.333,3.667,81.694,0.827,1.112
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp370,medium_future,rocio_fijo,29.766,2.667,14.917,392.497,3.167,4.0,40.375,73.25,20.583,3.667,73.672,1.706,1.942
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp370,medium_future,hr_fija,29.766,2.667,14.917,392.497,3.167,4.0,42.05,92.667,30.667,6.0,81.694,1.706,1.942
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp370,far_future,rocio_fijo,31.288,6.667,43.083,573.426,3.167,4.0,41.897,97.0,30.917,5.75,67.257,3.228,3.006
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp370,far_future,hr_fija,31.288,6.667,43.083,573.426,3.167,4.0,45.24,134.167,60.5,17.5,81.694,3.228,3.006
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp585,near_future,rocio_fijo,28.934,1.75,6.167,292.757,3.167,4.0,39.543,61.083,14.833,3.167,77.468,0.874,1.248
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp585,near_future,hr_fija,28.934,1.75,6.167,292.757,3.167,4.0,40.341,70.667,20.167,3.75,81.694,0.874,1.248
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp585,medium_future,rocio_fijo,29.929,3.0,21.0,443.421,3.167,4.0,40.538,75.25,21.5,3.75,72.953,1.869,2.264
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp585,medium_future,hr_fija,29.929,3.0,21.0,443.421,3.167,4.0,42.391,97.167,32.167,6.333,81.694,1.869,2.264
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp585,far_future,rocio_fijo,32.175,10.333,73.667,756.983,3.167,4.0,42.784,110.417,38.25,8.083,63.81,4.115,3.914
10157,A CORUÑA,A Coruña,43.383,-8.409,21.0,12,ssp585,far_future,hr_fija,32.175,10.333,73.667,756.983,3.167,4.0,47.081,158.333,84.333,28.667,81.694,4.115,3.914
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,-,hoy,medido,26.52,0.529,0.471,89.279,5.412,8.0,35.545,25.118,4.176,0.647,85.318,,
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp126,near_future,rocio_fijo,27.479,1.0,3.118,179.315,5.412,8.0,36.504,32.882,5.882,0.882,80.423,0.959,1.029
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp126,near_future,hr_fija,27.479,1.0,3.118,179.315,5.412,8.0,37.36,40.059,8.588,1.529,85.318,0.959,1.029
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp126,medium_future,rocio_fijo,28.027,1.118,6.588,235.628,5.412,8.0,37.052,37.706,7.353,1.412,77.767,1.507,1.522
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp126,medium_future,hr_fija,28.027,1.118,6.588,235.628,5.412,8.0,38.417,52.765,11.529,2.235,85.318,1.507,1.522
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp126,far_future,rocio_fijo,28.012,1.118,6.353,230.286,5.412,8.0,37.037,37.647,7.353,1.412,77.838,1.492,1.478
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp126,far_future,hr_fija,28.012,1.118,6.353,230.286,5.412,8.0,38.388,52.412,11.471,2.176,85.318,1.492,1.478
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp245,near_future,rocio_fijo,27.434,1.0,4.294,197.386,5.412,8.0,36.459,32.412,5.882,0.882,80.645,0.914,1.195
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp245,near_future,hr_fija,27.434,1.0,4.294,197.386,5.412,8.0,37.274,39.235,8.294,1.529,85.318,0.914,1.195
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp245,medium_future,rocio_fijo,28.288,1.412,9.647,278.676,5.412,8.0,37.313,40.706,8.529,1.471,76.537,1.768,1.858
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp245,medium_future,hr_fija,28.288,1.412,9.647,278.676,5.412,8.0,38.925,59.118,13.882,2.647,85.318,1.768,1.858
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp245,far_future,rocio_fijo,29.077,2.353,16.294,339.198,5.412,8.0,38.102,51.412,10.941,1.882,72.95,2.557,2.288
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp245,far_future,hr_fija,29.077,2.353,16.294,339.198,5.412,8.0,40.463,81.941,23.294,4.235,85.318,2.557,2.288
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp370,near_future,rocio_fijo,27.377,1.0,3.588,189.749,5.412,8.0,36.402,31.706,5.882,0.882,80.928,0.857,1.126
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp370,near_future,hr_fija,27.377,1.0,3.588,189.749,5.412,8.0,37.165,37.882,7.824,1.471,85.318,0.857,1.126
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp370,medium_future,rocio_fijo,28.266,1.412,11.176,291.683,5.412,8.0,37.291,40.647,8.471,1.471,76.64,1.746,1.954
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp370,medium_future,hr_fija,28.266,1.412,11.176,291.683,5.412,8.0,38.882,58.118,13.588,2.588,85.318,1.746,1.954
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp370,far_future,rocio_fijo,29.796,3.235,33.824,454.127,5.412,8.0,38.821,61.647,13.882,2.471,69.845,3.276,3.012
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp370,far_future,hr_fija,29.796,3.235,33.824,454.127,5.412,8.0,41.943,103.647,32.824,7.0,85.318,3.276,3.012
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp585,near_future,rocio_fijo,27.431,1.0,4.941,205.197,5.412,8.0,36.456,32.412,5.882,0.882,80.66,0.911,1.264
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp585,near_future,hr_fija,27.431,1.0,4.941,205.197,5.412,8.0,37.268,39.235,8.294,1.529,85.318,0.911,1.264
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp585,medium_future,rocio_fijo,28.432,1.706,16.059,337.725,5.412,8.0,37.457,42.412,9.059,1.529,75.868,1.912,2.278
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp585,medium_future,hr_fija,28.432,1.706,16.059,337.725,5.412,8.0,39.204,62.824,15.235,2.824,85.318,1.912,2.278
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp585,far_future,rocio_fijo,30.684,4.824,60.882,621.523,5.412,8.0,39.709,76.471,19.176,3.176,66.213,4.164,3.918
14000,A CORUÑA,A Coruña,43.365,-8.375,5.0,17,ssp585,far_future,hr_fija,30.684,4.824,60.882,621.523,5.412,8.0,43.826,131.235,51.471,12.059,85.318,4.164,3.918
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,-,hoy,medido,33.045,11.059,0.059,146.212,6.176,6.0,48.251,100.176,49.882,18.941,81.868,,
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp126,near_future,rocio_fijo,34.431,18.882,1.0,260.811,6.176,6.0,49.637,116.765,61.353,25.0,75.368,1.386,1.236
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp126,near_future,hr_fija,34.431,18.882,1.0,260.811,6.176,6.0,51.324,130.588,73.588,32.941,81.868,1.386,1.236
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp126,medium_future,rocio_fijo,35.123,24.235,2.706,325.785,6.176,6.0,50.329,125.706,68.059,28.412,72.341,2.078,1.811
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp126,medium_future,hr_fija,35.123,24.235,2.706,325.785,6.176,6.0,52.95,142.941,88.118,42.824,81.868,2.078,1.811
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp126,far_future,rocio_fijo,35.146,24.294,2.647,320.885,6.176,6.0,50.352,126.0,68.294,28.529,72.243,2.101,1.77
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp126,far_future,hr_fija,35.146,24.294,2.647,320.885,6.176,6.0,53.004,143.412,88.353,43.118,81.868,2.101,1.77
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp245,near_future,rocio_fijo,34.452,18.941,1.529,281.278,6.176,6.0,49.658,117.235,61.412,25.059,75.274,1.407,1.424
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp245,near_future,hr_fija,34.452,18.941,1.529,281.278,6.176,6.0,51.373,131.0,73.647,33.176,81.868,1.407,1.424
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp245,medium_future,rocio_fijo,35.474,27.059,4.118,375.335,6.176,6.0,50.68,130.647,71.882,30.882,70.859,2.429,2.208
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp245,medium_future,hr_fija,35.474,27.059,4.118,375.335,6.176,6.0,53.793,149.0,94.706,47.882,81.868,2.429,2.208
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp245,far_future,rocio_fijo,36.481,36.706,6.647,444.134,6.176,6.0,51.687,141.0,82.647,38.176,66.792,3.436,2.714
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp245,far_future,hr_fija,36.481,36.706,6.647,444.134,6.176,6.0,56.162,170.471,115.529,63.176,81.868,3.436,2.714
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp370,near_future,rocio_fijo,34.395,18.412,1.353,274.459,6.176,6.0,49.601,116.412,61.059,24.882,75.529,1.35,1.362
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp370,near_future,hr_fija,34.395,18.412,1.353,274.459,6.176,6.0,51.241,129.588,72.824,32.235,81.868,1.35,1.362
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp370,medium_future,rocio_fijo,35.604,28.294,4.647,393.899,6.176,6.0,50.81,131.941,73.471,31.706,70.318,2.559,2.349
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp370,medium_future,hr_fija,35.604,28.294,4.647,393.899,6.176,6.0,54.096,151.588,97.412,49.235,81.868,2.559,2.349
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp370,far_future,rocio_fijo,37.506,50.647,13.0,571.59,6.176,6.0,52.712,151.882,94.647,45.824,62.92,4.461,3.551
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp370,far_future,hr_fija,37.506,50.647,13.0,571.59,6.176,6.0,58.586,193.941,137.294,83.882,81.868,4.461,3.551
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp585,near_future,rocio_fijo,34.491,19.294,1.765,294.456,6.176,6.0,49.697,117.529,61.647,25.353,75.1,1.446,1.542
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp585,near_future,hr_fija,34.491,19.294,1.765,294.456,6.176,6.0,51.463,131.765,74.059,33.706,81.868,1.446,1.542
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp585,medium_future,rocio_fijo,35.892,31.294,6.882,446.553,6.176,6.0,51.098,134.941,75.765,33.647,69.138,2.847,2.731
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp585,medium_future,hr_fija,35.892,31.294,6.882,446.553,6.176,6.0,54.784,157.529,102.824,53.706,81.868,2.847,2.731
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp585,far_future,rocio_fijo,38.664,71.0,26.353,759.758,6.176,6.0,53.87,167.588,107.294,54.529,58.848,5.619,4.611
10045,ABEGONDO,A Coruña,43.241,-8.262,94.0,17,ssp585,far_future,hr_fija,38.664,71.0,26.353,759.758,6.176,6.0,61.445,220.941,158.824,107.176,81.868,5.619,4.611
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,-,hoy,medido,24.704,0.357,0.5,62.058,5.643,6.0,32.264,9.357,1.143,0.214,86.141,,
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp126,near_future,rocio_fijo,25.605,0.5,2.571,138.175,5.643,6.0,33.165,13.643,1.786,0.357,81.457,0.901,1.001
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp126,near_future,hr_fija,25.605,0.5,2.571,138.175,5.643,6.0,33.941,17.857,2.429,0.643,86.141,0.901,1.001
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp126,medium_future,rocio_fijo,26.182,0.5,5.286,191.055,5.643,6.0,33.742,17.143,2.357,0.643,78.607,1.478,1.492
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp126,medium_future,hr_fija,26.182,0.5,5.286,191.055,5.643,6.0,34.956,27.071,3.357,0.643,86.141,1.478,1.492
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp126,far_future,rocio_fijo,26.178,0.5,4.857,185.947,5.643,6.0,33.738,17.143,2.357,0.643,78.627,1.474,1.448
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp126,far_future,hr_fija,26.178,0.5,4.857,185.947,5.643,6.0,34.949,27.0,3.357,0.643,86.141,1.474,1.448
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp245,near_future,rocio_fijo,25.582,0.429,3.357,154.381,5.643,6.0,33.142,13.571,1.786,0.357,81.573,0.878,1.161
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp245,near_future,hr_fija,25.582,0.429,3.357,154.381,5.643,6.0,33.898,17.571,2.429,0.643,86.141,0.878,1.161
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp245,medium_future,rocio_fijo,26.435,0.5,7.429,231.293,5.643,6.0,33.995,19.286,2.5,0.643,77.393,1.731,1.817
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp245,medium_future,hr_fija,26.435,0.5,7.429,231.293,5.643,6.0,35.428,33.0,4.214,0.643,86.141,1.731,1.817
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp245,far_future,rocio_fijo,27.204,1.143,13.0,290.339,5.643,6.0,34.764,26.429,3.071,0.643,73.831,2.5,2.246
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp245,far_future,hr_fija,27.204,1.143,13.0,290.339,5.643,6.0,36.882,52.714,8.0,1.0,86.141,2.5,2.246
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp370,near_future,rocio_fijo,25.514,0.429,3.071,147.246,5.643,6.0,33.074,13.0,1.786,0.357,81.917,0.81,1.092
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp370,near_future,hr_fija,25.514,0.429,3.071,147.246,5.643,6.0,33.773,16.786,2.357,0.643,86.141,0.81,1.092
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp370,medium_future,rocio_fijo,26.414,0.5,8.929,244.323,5.643,6.0,33.974,19.071,2.429,0.643,77.493,1.71,1.916
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp370,medium_future,hr_fija,26.414,0.5,8.929,244.323,5.643,6.0,35.389,32.571,4.071,0.643,86.141,1.71,1.916
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp370,far_future,rocio_fijo,27.934,1.286,29.143,401.503,5.643,6.0,35.494,35.786,4.357,0.643,70.619,3.23,2.95
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp370,far_future,hr_fija,27.934,1.286,29.143,401.503,5.643,6.0,38.305,74.357,13.714,2.143,86.141,3.23,2.95
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp585,near_future,rocio_fijo,25.521,0.429,3.714,161.809,5.643,6.0,33.081,13.0,1.786,0.357,81.881,0.817,1.231
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp585,near_future,hr_fija,25.521,0.429,3.714,161.809,5.643,6.0,33.786,17.071,2.357,0.643,86.141,0.817,1.231
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp585,medium_future,rocio_fijo,26.549,0.571,12.714,288.167,5.643,6.0,34.109,20.5,2.571,0.643,76.853,1.845,2.231
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp585,medium_future,hr_fija,26.549,0.571,12.714,288.167,5.643,6.0,35.641,35.643,4.714,0.643,86.141,1.845,2.231
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp585,far_future,rocio_fijo,28.819,1.857,58.643,568.714,5.643,6.0,36.379,49.214,6.357,0.786,66.933,4.115,3.85
14003,ARTEIXO,A Coruña,43.347,-8.531,5.0,14,ssp585,far_future,hr_fija,28.819,1.857,58.643,568.714,5.643,6.0,40.1,104.929,26.286,3.571,86.141,4.115,3.85
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,-,hoy,medido,33.9,15.824,0.0,122.411,6.235,12.0,48.75,87.941,48.588,21.235,79.446,,
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp126,near_future,rocio_fijo,35.573,26.588,0.235,217.872,6.235,12.0,50.423,103.412,60.941,29.176,71.894,1.673,1.346
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp126,near_future,hr_fija,35.573,26.588,0.235,217.872,6.235,12.0,52.365,115.176,71.412,37.353,79.446,1.673,1.346
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp126,medium_future,rocio_fijo,36.401,34.706,0.471,280.582,6.235,12.0,51.251,111.471,67.176,33.0,68.459,2.501,2.012
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp126,medium_future,hr_fija,36.401,34.706,0.471,280.582,6.235,12.0,54.199,130.235,83.941,47.235,79.446,2.501,2.012
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp126,far_future,rocio_fijo,36.455,35.059,0.471,277.438,6.235,12.0,51.305,112.059,67.412,33.294,68.241,2.555,1.981
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp126,far_future,hr_fija,36.455,35.059,0.471,277.438,6.235,12.0,54.326,131.353,84.529,48.0,79.446,2.555,1.981
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp245,near_future,rocio_fijo,35.586,26.706,0.235,233.649,6.235,12.0,50.436,103.529,61.059,29.235,71.839,1.686,1.524
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp245,near_future,hr_fija,35.586,26.706,0.235,233.649,6.235,12.0,52.393,115.471,71.647,37.588,79.446,1.686,1.524
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp245,medium_future,rocio_fijo,36.704,37.118,0.647,325.916,6.235,12.0,51.554,114.353,69.588,34.412,67.248,2.804,2.437
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp245,medium_future,hr_fija,36.704,37.118,0.647,325.916,6.235,12.0,54.914,136.118,88.941,50.706,79.446,2.804,2.437
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp245,far_future,rocio_fijo,37.906,49.824,2.118,395.258,6.235,12.0,52.756,127.294,79.706,42.0,62.677,4.006,3.026
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp245,far_future,hr_fija,37.906,49.824,2.118,395.258,6.235,12.0,57.732,157.824,108.059,68.353,79.446,4.006,3.026
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp370,near_future,rocio_fijo,35.576,26.588,0.235,227.795,6.235,12.0,50.426,103.412,61.0,29.176,71.882,1.676,1.459
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp370,near_future,hr_fija,35.576,26.588,0.235,227.795,6.235,12.0,52.371,115.235,71.471,37.412,79.446,1.676,1.459
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp370,medium_future,rocio_fijo,36.993,39.882,1.0,346.17,6.235,12.0,51.843,117.412,71.882,36.471,66.116,3.093,2.616
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp370,medium_future,hr_fija,36.993,39.882,1.0,346.17,6.235,12.0,55.582,141.0,93.059,54.588,79.446,3.093,2.616
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp370,far_future,rocio_fijo,39.075,64.118,6.588,516.175,6.235,12.0,53.925,140.176,89.647,49.765,58.565,5.175,3.935
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp370,far_future,hr_fija,39.075,64.118,6.588,516.175,6.235,12.0,60.623,180.412,128.941,85.176,79.446,5.175,3.935
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp585,near_future,rocio_fijo,35.698,27.529,0.235,247.967,6.235,12.0,50.548,104.412,61.941,29.588,71.363,1.798,1.679
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp585,near_future,hr_fija,35.698,27.529,0.235,247.967,6.235,12.0,52.633,117.882,73.706,38.471,79.446,1.798,1.679
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp585,medium_future,rocio_fijo,37.401,43.941,2.118,395.876,6.235,12.0,52.251,121.412,75.353,38.706,64.553,3.501,3.031
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp585,medium_future,hr_fija,37.401,43.941,2.118,395.876,6.235,12.0,56.534,149.176,99.882,60.706,79.446,3.501,3.031
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp585,far_future,rocio_fijo,40.488,84.0,17.647,705.648,6.235,12.0,55.338,155.647,102.529,60.294,53.995,6.588,5.138
10144,ARZÚA,A Coruña,42.932,-8.175,362.0,17,ssp585,far_future,hr_fija,40.488,84.0,17.647,705.648,6.235,12.0,64.255,208.235,155.412,108.294,79.446,6.588,5.138
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,-,hoy,medido,31.659,6.588,0.412,141.772,5.941,7.0,42.377,65.118,21.294,6.529,77.641,,
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp126,near_future,rocio_fijo,32.893,10.235,1.647,247.641,5.941,7.0,43.611,79.235,28.765,8.941,72.067,1.234,1.17
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp126,near_future,hr_fija,32.893,10.235,1.647,247.641,5.941,7.0,44.844,90.824,36.765,11.529,77.641,1.234,1.17
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp126,medium_future,rocio_fijo,33.498,13.412,3.235,307.334,5.941,7.0,44.216,86.824,33.176,10.353,69.5,1.839,1.697
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp126,medium_future,hr_fija,33.498,13.412,3.235,307.334,5.941,7.0,46.12,102.706,47.059,16.059,77.641,1.839,1.697
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp126,far_future,rocio_fijo,33.492,13.412,3.059,302.196,5.941,7.0,44.21,86.824,33.118,10.353,69.525,1.833,1.654
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp126,far_future,hr_fija,33.492,13.412,3.059,302.196,5.941,7.0,46.107,102.529,46.941,15.882,77.641,1.833,1.654
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp245,near_future,rocio_fijo,32.853,9.941,1.882,267.703,5.941,7.0,43.571,79.0,28.588,8.882,72.241,1.194,1.354
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp245,near_future,hr_fija,32.853,9.941,1.882,267.703,5.941,7.0,44.76,89.353,36.353,11.471,77.641,1.194,1.354
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp245,medium_future,rocio_fijo,33.833,14.706,4.882,353.96,5.941,7.0,44.551,91.059,36.0,11.0,68.123,2.174,2.072
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp245,medium_future,hr_fija,33.833,14.706,4.882,353.96,5.941,7.0,46.835,109.588,53.471,18.471,77.641,2.174,2.072
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp245,far_future,rocio_fijo,34.697,19.294,8.706,416.75,5.941,7.0,45.415,101.118,44.118,13.647,64.71,3.038,2.538
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp245,far_future,hr_fija,34.697,19.294,8.706,416.75,5.941,7.0,48.627,129.706,70.235,25.412,77.641,3.038,2.538
19005,BERGONDO,A Coruña,43.308,-8.276,175.0,17,ssp370,near_future,rocio_fijo,32.808,9.941,1.706,261.068,5.941,7.0,43.526,78.412,28.235,8.706,72.436,1.149,1.294
