idema,anio,n,tx_p99,tx_max,d_tx30,d_tx32,n_verano,tx_verano,tmed,nombre
1347T,2015,359,27.526000000000003,28.4,0.0,0.0,92,21.832608695652173,14.804456824512533,Burela
1347T,2016,349,24.67199999999998,26.4,0.0,0.0,92,21.289130434782606,14.430372492836678,Burela
1347T,2017,364,25.685000000000002,33.0,1.0,1.0,92,21.25978260869565,14.695054945054945,Burela
1347T,2018,365,25.7,27.9,0.0,0.0,92,21.592391304347824,14.418904109589043,Burela
1347T,2019,364,26.711000000000002,31.0,2.0,0.0,92,21.43586956521739,14.601098901098899,Burela
1347T,2020,361,27.71999999999999,29.9,0.0,0.0,92,21.711956521739133,15.093905817174514,Burela
1347T,2021,364,25.870000000000005,29.4,0.0,0.0,92,20.6554347826087,14.493681318681318,Burela
1347T,2022,364,26.537000000000003,27.6,0.0,0.0,92,21.68586956521739,15.197527472527472,Burela
1347T,2023,365,28.616000000000007,31.8,2.0,0.0,92,22.945652173913043,15.653698630136986,Burela
1347T,2024,365,26.036,26.4,0.0,0.0,92,21.20978260869565,15.09232876712329,Burela
1347T,2025,363,25.976,27.9,0.0,0.0,92,22.34239130434782,15.288154269972452,Burela
