idema,anio,n,tx_p99,tx_max,d_tx30,d_tx32,n_verano,tx_verano,tmed,nombre
1351,2002,331,23.24,24.2,0.0,0.0,91,18.81098901098901,13.876737160120845,Estaca De Bares
1351,2013,351,24.65,25.0,0.0,0.0,87,19.95862068965517,14.280056980056981,Estaca De Bares
1351,2014,357,25.176,26.5,0.0,0.0,91,20.998901098901094,15.004201680672269,Estaca De Bares
1351,2015,356,25.289999999999996,26.4,0.0,0.0,92,20.991304347826084,14.930056179775281,Estaca De Bares
1351,2017,363,26.513999999999996,32.7,1.0,1.0,92,21.363043478260867,15.115977961432508,Estaca De Bares
1351,2018,365,24.1,27.6,0.0,0.0,92,21.155434782608697,14.488219178082192,Estaca De Bares
1351,2019,364,26.348000000000003,30.6,1.0,0.0,92,21.243478260869562,14.748076923076924,Estaca De Bares
1351,2020,363,24.752,27.5,0.0,0.0,92,20.467391304347824,14.8732782369146,Estaca De Bares
1351,2021,365,23.576000000000022,26.8,0.0,0.0,92,19.145652173913042,14.278356164383563,Estaca De Bares
1351,2022,365,24.372000000000003,25.6,0.0,0.0,92,20.203260869565216,14.947945205479453,Estaca De Bares
1351,2023,332,27.127999999999997,28.6,0.0,0.0,92,21.897826086956524,15.417771084337351,Estaca De Bares
1351,2025,358,24.086000000000002,27.9,0.0,0.0,92,20.961956521739133,15.10223463687151,Estaca De Bares
1354C,2015,360,29.9,32.2,3.0,1.0,92,23.955434782608698,15.602549575070821,Ferrol
1354C,2016,335,30.788000000000043,33.6,4.0,2.0,92,23.39565217391304,15.139402985074627,Ferrol
1354C,2018,365,31.25200000000001,34.0,8.0,3.0,92,23.554347826086957,14.989863013698631,Ferrol
1354C,2019,350,30.203999999999997,33.0,5.0,1.0,92,22.42065217391304,14.933428571428571,Ferrol
1354C,2020,342,29.717999999999996,35.2,3.0,3.0,89,23.186516853932584,15.636257309941522,Ferrol
1354C,2021,346,31.09500000000001,35.9,5.0,3.0,90,22.92555555555555,15.176300578034683,Ferrol
1354C,2022,355,32.992,37.5,7.0,5.0,89,24.457303370786516,15.910704225352111,Ferrol
1354C,2023,360,32.5,38.0,8.0,6.0,92,24.87608695652174,16.305,Ferrol
1354C,2024,363,29.738,32.0,2.0,1.0,92,23.630434782608692,15.739669421487603,Ferrol
1363X,2015,354,29.14099999999999,33.9,2.0,1.0,91,24.097802197802192,13.026271186440676,As Pontes
1363X,2016,366,34.06500000000004,38.7,14.0,8.0,92,24.808695652173913,12.739344262295083,As Pontes
1363X,2017,365,34.272000000000006,36.9,11.0,8.0,92,24.457608695652173,13.208219178082192,As Pontes
1363X,2018,363,34.052,36.1,15.0,6.0,91,24.124175824175826,12.868595041322315,As Pontes
1363X,2019,362,30.73399999999999,34.7,7.0,2.0,92,23.497826086956525,12.79585635359116,As Pontes
1363X,2020,365,32.81600000000001,35.3,14.0,6.0,92,23.90108695652174,13.449315068493151,As Pontes
1363X,2021,364,31.181000000000004,35.6,7.0,4.0,92,22.835869565217394,12.80302197802198,As Pontes
1363X,2022,343,33.20199999999997,38.2,12.0,6.0,91,24.640659340659337,13.406122448979593,As Pontes
1363X,2023,364,32.737,39.1,11.0,8.0,91,24.869230769230768,13.96868131868132,As Pontes
1363X,2024,338,29.2,34.5,3.0,2.0,92,22.902173913043473,13.436982248520712,As Pontes
1363X,2025,364,32.574000000000005,36.4,15.0,6.0,92,24.721739130434784,13.523076923076921,As Pontes
1387,1940,366,26.5,30.0,1.0,0.0,92,21.766304347826086,13.893715846994537,A Coruña
1387,1941,354,28.281999999999982,30.5,2.0,0.0,92,20.944565217391304,13.436723163841808,A Coruña
1387,1942,365,27.25200000000001,29.5,0.0,0.0,92,21.667391304347824,14.044657534246573,A Coruña
1387,1943,365,28.744000000000007,31.8,2.0,0.0,92,22.74891304347826,14.112602739726029,A Coruña
1387,1946,365,28.464000000000034,33.5,4.0,3.0,92,21.49021739130435,13.662465753424659,A Coruña
1387,1947,365,27.608000000000004,30.0,1.0,0.0,92,22.29673913043478,14.495342465753422,A Coruña
1387,1948,366,27.0,29.8,0.0,0.0,92,21.60760869565218,14.97486338797814,A Coruña
1387,1949,365,29.5,31.5,3.0,0.0,92,22.939130434782605,14.799178082191784,A Coruña
1387,1950,365,26.0,29.0,0.0,0.0,92,22.073913043478257,14.311780821917809,A Coruña
1387,1951,365,27.75200000000001,33.2,1.0,1.0,92,22.075,13.658904109589042,A Coruña
1387,1952,365,26.25200000000001,28.2,0.0,0.0,92,21.8,14.131232876712328,A Coruña
1387,1953,365,28.344000000000005,29.7,0.0,0.0,92,21.00978260869565,13.937260273972603,A Coruña
1387,1954,365,27.416000000000007,29.6,0.0,0.0,92,20.56739130434783,13.613698630136986,A Coruña
1387,1955,365,27.616000000000007,29.4,0.0,0.0,92,22.063043478260873,14.497808219178081,A Coruña
1387,1956,366,26.870000000000005,28.6,0.0,0.0,92,20.76521739130435,13.251092896174862,A Coruña
1387,1957,365,26.0,31.4,1.0,0.0,92,21.589130434782607,14.214520547945204,A Coruña
1387,1958,365,24.944000000000006,25.8,0.0,0.0,92,20.165217391304353,14.027945205479455,A Coruña
1387,1959,365,28.344000000000005,32.6,1.0,1.0,92,21.934782608695652,14.441095890410958,A Coruña
1387,1960,366,27.75000000000002,30.6,1.0,0.0,92,21.669565217391302,14.046174863387977,A Coruña
1387,1961,365,26.4,39.6,2.0,2.0,92,21.060869565217388,14.721917808219178,A Coruña
1387,1962,365,27.472,29.6,0.0,0.0,92,21.58695652173913,13.875890410958904,A Coruña
1387,1963,365,26.272000000000002,27.0,0.0,0.0,92,20.091304347826085,13.468767123287673,A Coruña
1387,1964,366,28.270000000000003,33.2,1.0,1.0,92,21.519565217391303,14.043169398907102,A Coruña
1387,1965,365,26.472,34.0,1.0,1.0,92,20.96521739130435,13.923561643835617,A Coruña
1387,1966,365,26.01600000000001,28.0,0.0,0.0,92,20.460869565217394,14.24986301369863,A Coruña
1387,1967,365,25.616000000000007,29.0,0.0,0.0,92,21.056521739130435,13.74,A Coruña
1387,1968,366,28.010000000000012,29.8,0.0,0.0,92,21.565217391304348,14.214754098360654,A Coruña
1387,1969,365,26.872000000000003,30.6,1.0,0.0,92,20.680434782608696,13.710684931506849,A Coruña
1387,1970,365,27.672000000000004,31.2,1.0,0.0,92,21.052173913043475,13.675616438356165,A Coruña
1387,1971,365,27.472,30.8,1.0,0.0,92,20.530434782608694,13.721369863013697,A Coruña
1387,1972,366,26.350000000000023,28.8,0.0,0.0,92,20.019565217391303,13.375683060109287,A Coruña
1387,1973,365,26.0,27.6,0.0,0.0,92,20.845652173913045,13.838356164383562,A Coruña
1387,1974,365,25.744000000000007,28.2,0.0,0.0,92,20.52391304347826,13.478904109589038,A Coruña
1387,1975,365,26.360000000000014,33.0,1.0,1.0,92,21.817391304347826,13.969041095890411,A Coruña
1387,1976,366,27.54000000000001,30.0,1.0,0.0,92,22.686956521739127,13.917486338797815,A Coruña
1387,1977,365,24.944000000000006,26.8,0.0,0.0,92,19.403260869565216,13.936986301369863,A Coruña
1387,1978,365,27.872000000000003,31.4,1.0,0.0,92,20.93478260869565,14.181369863013702,A Coruña
1387,1979,365,28.144000000000005,29.8,0.0,0.0,92,21.93260869565217,14.167123287671233,A Coruña
1387,1980,366,27.670000000000005,34.8,2.0,1.0,92,21.491304347826087,14.2,A Coruña
1387,1981,365,28.576000000000022,32.2,3.0,1.0,92,21.280434782608694,14.517534246575341,A Coruña
1387,1982,365,26.720000000000027,34.6,1.0,1.0,92,21.104347826086954,14.46054794520548,A Coruña
1387,1983,365,25.888000000000012,31.0,1.0,0.0,92,21.056521739130435,14.48082191780822,A Coruña
1387,1984,366,26.0,28.0,0.0,0.0,92,20.563043478260866,13.857377049180329,A Coruña
1387,1985,365,27.272000000000002,30.0,1.0,0.0,92,20.619565217391308,14.216438356164383,A Coruña
1387,1986,365,26.344000000000005,28.0,0.0,0.0,92,20.72826086956522,13.865753424657534,A Coruña
1387,1987,365,27.416000000000007,30.6,2.0,0.0,92,21.142391304347825,14.755068493150686,A Coruña
1387,1988,366,27.4,30.4,2.0,0.0,92,20.91086956521739,14.710928961748634,A Coruña
1387,1989,365,27.0,33.6,1.0,1.0,92,22.58478260869565,15.395342465753425,A Coruña
1387,1990,365,28.344000000000005,31.6,3.0,0.0,92,22.23260869565217,15.044931506849315,A Coruña
1387,1991,365,27.472,30.0,1.0,0.0,92,21.252173913043478,14.265205479452055,A Coruña
1387,1992,366,28.170000000000048,30.6,2.0,0.0,92,21.122826086956522,14.316666666666666,A Coruña
1387,1993,365,27.632000000000016,35.2,2.0,2.0,92,21.54021739130435,14.336712328767122,A Coruña
1387,1994,365,25.944000000000006,30.0,1.0,0.0,92,21.70434782608696,14.569315068493149,A Coruña
1387,1995,365,28.0,32.0,1.0,1.0,92,22.786956521739132,15.468493150684932,A Coruña
1387,1996,365,27.360000000000014,31.4,1.0,0.0,92,21.893478260869564,14.65835616438356,A Coruña
1387,1997,365,26.744000000000007,30.0,1.0,0.0,92,21.659782608695654,15.761917808219177,A Coruña
1387,1998,365,27.416000000000007,32.6,1.0,1.0,92,21.747826086956522,15.208767123287673,A Coruña
1387,1999,365,26.872000000000003,31.8,2.0,0.0,92,22.48804347826087,15.024109589041096,A Coruña
1387,2000,366,28.025000000000034,34.4,3.0,2.0,92,22.263043478260872,14.860109289617485,A Coruña
1387,2001,365,26.272000000000002,28.8,0.0,0.0,92,21.794565217391302,14.772876712328769,A Coruña
1387,2002,365,26.2,28.6,0.0,0.0,92,20.54782608695652,15.017534246575341,A Coruña
1387,2003,365,30.544000000000004,34.2,5.0,2.0,92,23.06413043478261,15.286575342465754,A Coruña
1387,2004,366,27.0,28.0,0.0,0.0,92,22.76304347826087,14.99207650273224,A Coruña
1387,2005,365,29.744000000000007,32.4,4.0,1.0,92,23.421739130434784,15.153424657534247,A Coruña
1387,2006,365,29.608000000000004,34.5,3.0,1.0,92,23.41086956521739,15.68986301369863,A Coruña
1387,2007,365,27.888000000000012,29.8,0.0,0.0,92,22.136956521739133,15.090136986301369,A Coruña
1387,2008,366,26.94000000000001,29.6,0.0,0.0,92,22.452173913043474,15.16120218579235,A Coruña
1387,2009,365,27.75200000000001,30.0,1.0,0.0,92,22.215217391304346,15.130684931506849,A Coruña
1387,2010,365,28.536,30.8,1.0,0.0,92,22.333695652173912,14.875342465753425,A Coruña
1387,2011,364,29.770000000000003,31.6,4.0,0.0,92,21.909782608695654,15.546280991735536,A Coruña
1387,2012,366,28.420000000000027,33.0,3.0,1.0,92,22.38586956521739,14.95792349726776,A Coruña
1387,2013,365,29.76800000000002,31.4,4.0,0.0,92,22.49891304347826,14.964109589041096,A Coruña
1387,2014,365,27.272000000000002,30.4,1.0,0.0,92,22.45434782608696,15.545879120879121,A Coruña
1387,2015,365,26.5,29.0,0.0,0.0,92,22.210869565217394,15.320821917808221,A Coruña
1387,2016,366,28.105000000000008,30.6,2.0,0.0,92,22.29673913043478,15.025409836065574,A Coruña
1387,2017,365,29.644000000000005,33.2,3.0,1.0,92,22.683695652173913,15.46027397260274,A Coruña
1387,2018,365,28.836000000000002,31.9,1.0,0.0,92,22.01304347826087,14.932876712328767,A Coruña
1387,2019,365,26.536,33.5,2.0,1.0,92,21.655434782608694,15.121095890410958,A Coruña
1387,2020,366,27.635000000000048,35.4,2.0,1.0,92,22.072826086956518,15.691803278688521,A Coruña
1387,2021,365,27.808000000000003,33.6,2.0,1.0,92,21.47826086956522,15.221369863013699,A Coruña
1387,2022,365,29.81600000000001,32.9,4.0,2.0,92,22.835869565217394,15.934520547945207,A Coruña
1387,2023,365,30.144000000000005,33.4,5.0,2.0,92,23.833695652173915,16.483835616438355,A Coruña
1387,2024,366,26.505000000000006,29.0,0.0,0.0,92,22.133695652173916,15.903825136612022,A Coruña
1387,2025,365,28.3,29.5,0.0,0.0,92,23.367391304347823,15.970136986301371,A Coruña
1387D,2015,361,25.54,27.2,0.0,0.0,91,20.754945054945054,14.214127423822715,A Coruña Bens
1387D,2016,366,27.945000000000014,30.1,1.0,0.0,92,20.835869565217394,14.070765027322404,A Coruña Bens
1387D,2017,358,28.672,34.4,3.0,2.0,91,21.54175824175824,14.700837988826814,A Coruña Bens
1387D,2019,359,28.51000000000001,32.9,2.0,2.0,90,22.43,16.048467966573813,A Coruña Bens
1387D,2020,361,29.49999999999999,36.7,3.0,1.0,92,22.834782608695654,16.781994459833797,A Coruña Bens
1387D,2021,338,28.103999999999996,33.6,1.0,1.0,92,20.3,14.419230769230772,A Coruña Bens
1387D,2022,362,30.13399999999999,32.8,4.0,2.0,91,21.957142857142856,14.986740331491712,A Coruña Bens
1387D,2023,362,30.294999999999995,34.9,5.0,2.0,92,22.563043478260873,15.327071823204422,A Coruña Bens
1387D,2024,349,25.703999999999997,29.2,0.0,0.0,92,20.854347826086954,14.917765042979942,A Coruña Bens
1387D,2025,354,27.740999999999993,29.8,0.0,0.0,91,22.25384615384615,14.905099150141643,A Coruña Bens
1387E,1980,366,30.0,35.0,5.0,1.0,92,21.917391304347824,13.137431693989072,A Coruña Aeropuerto
1387E,1981,365,31.97600000000002,35.0,7.0,4.0,92,23.143478260869564,13.68164383561644,A Coruña Aeropuerto
1387E,1982,365,29.4,34.6,3.0,1.0,92,21.943478260869565,13.612602739726029,A Coruña Aeropuerto
1387E,1983,365,29.2,34.0,2.0,1.0,92,22.289130434782606,13.735068493150685,A Coruña Aeropuerto
1387E,1984,366,29.070000000000004,29.8,0.0,0.0,92,22.632608695652177,13.208743169398906,A Coruña Aeropuerto
1387E,1985,365,30.144000000000005,34.4,6.0,1.0,92,22.202173913043477,13.306849315068494,A Coruña Aeropuerto
1387E,1986,365,28.08800000000001,32.2,3.0,2.0,92,22.139130434782608,12.922191780821919,A Coruña Aeropuerto
1387E,1987,365,31.216000000000008,34.6,6.0,3.0,92,22.55,13.755342465753424,A Coruña Aeropuerto
1387E,1988,366,28.140000000000008,32.2,2.0,1.0,92,21.682608695652174,13.360655737704919,A Coruña Aeropuerto
1387E,1989,365,30.344000000000005,36.0,8.0,2.0,92,24.42173913043478,14.135616438356164,A Coruña Aeropuerto
1387E,1990,364,31.748,33.4,12.0,4.0,92,23.925000000000004,14.34258241758242,A Coruña Aeropuerto
1387E,1991,365,30.272000000000002,32.4,6.0,1.0,92,22.282608695652176,13.4172602739726,A Coruña Aeropuerto
1387E,1992,366,30.08000000000002,32.2,4.0,2.0,92,21.857608695652175,13.37704918032787,A Coruña Aeropuerto
1387E,1993,365,29.560000000000013,35.0,4.0,3.0,92,22.517391304347825,13.412328767123288,A Coruña Aeropuerto
1387E,1994,365,28.672000000000004,34.0,2.0,1.0,92,22.650000000000002,13.87068493150685,A Coruña Aeropuerto
1387E,1995,365,29.144000000000005,33.0,2.0,1.0,92,23.620652173913047,14.612602739726025,A Coruña Aeropuerto
1387E,1996,366,29.870000000000005,33.8,4.0,1.0,92,23.395652173913046,13.682786885245903,A Coruña Aeropuerto
1387E,1997,365,28.072000000000003,31.8,1.0,0.0,92,22.309782608695652,14.860273972602739,A Coruña Aeropuerto
1387E,1998,365,27.508000000000003,33.4,3.0,1.0,92,22.495652173913044,14.170410958904112,A Coruña Aeropuerto
1387E,1999,365,28.112000000000023,32.8,2.0,2.0,92,22.839130434782607,13.872054794520546,A Coruña Aeropuerto
1387E,2000,366,29.100000000000044,37.2,4.0,3.0,92,22.721739130434784,13.781967213114754,A Coruña Aeropuerto
1387E,2001,365,27.6,30.5,3.0,0.0,92,22.328260869565216,13.735616438356164,A Coruña Aeropuerto
1387E,2002,365,27.008000000000003,31.0,1.0,0.0,92,20.91521739130435,14.088219178082193,A Coruña Aeropuerto
1387E,2003,365,31.872000000000003,37.7,8.0,4.0,92,23.44347826086957,14.150684931506849,A Coruña Aeropuerto
1387E,2004,366,28.4,29.3,0.0,0.0,92,23.28369565217392,13.878688524590165,A Coruña Aeropuerto
1387E,2005,365,31.236,33.8,11.0,2.0,92,24.077173913043474,14.085205479452055,A Coruña Aeropuerto
1387E,2006,363,32.038,35.3,8.0,5.0,92,24.264130434782604,14.615977961432508,A Coruña Aeropuerto
1387E,2007,365,29.05200000000001,31.2,2.0,0.0,92,22.372826086956525,13.746849315068495,A Coruña Aeropuerto
1387E,2008,363,28.214,31.6,2.0,0.0,91,22.871428571428574,13.788154269972452,A Coruña Aeropuerto
1387E,2009,361,28.69999999999999,32.5,3.0,1.0,92,22.519565217391307,13.944321329639887,A Coruña Aeropuerto
1387E,2010,362,28.8,31.5,3.0,0.0,90,22.52777777777778,13.414406779661016,A Coruña Aeropuerto
1387E,2011,365,31.948000000000025,33.9,10.0,4.0,92,22.87282608695652,15.23013698630137,A Coruña Aeropuerto
1387E,2012,363,28.851999999999997,34.3,2.0,1.0,92,21.370652173913044,13.107438016528926,A Coruña Aeropuerto
1387E,2013,361,33.58,34.6,16.0,5.0,92,24.48478260869565,14.622991689750691,A Coruña Aeropuerto
1387E,2014,365,29.472,33.6,2.0,1.0,92,23.754347826086953,15.018904109589041,A Coruña Aeropuerto
1387E,2016,360,30.566000000000066,32.6,4.0,4.0,92,23.286956521739132,14.130555555555556,A Coruña Aeropuerto
1387E,2017,365,30.972,37.3,8.0,3.0,92,23.2554347826087,14.256986301369864,A Coruña Aeropuerto
1387E,2018,365,30.972,34.1,7.0,2.0,92,23.26086956521739,14.127397260273973,A Coruña Aeropuerto
1387E,2019,364,28.774,33.6,3.0,2.0,92,22.48804347826087,13.946428571428571,A Coruña Aeropuerto
1387E,2020,366,29.930000000000042,35.9,4.0,1.0,92,22.6054347826087,14.556830601092894,A Coruña Aeropuerto
1387E,2021,365,30.3,35.9,5.0,1.0,92,22.196739130434782,14.079726027397259,A Coruña Aeropuerto
1387E,2022,365,33.108000000000004,34.4,8.0,5.0,92,24.335869565217397,14.871428571428574,A Coruña Aeropuerto
1387E,2023,365,32.80800000000001,37.2,11.0,5.0,92,24.89891304347826,15.283791208791207,A Coruña Aeropuerto
1387E,2024,366,28.045000000000016,32.6,3.0,1.0,92,23.15652173913043,14.816120218579236,A Coruña Aeropuerto
1387E,2025,364,30.7,33.6,6.0,1.0,92,24.918478260869566,14.882967032967032,A Coruña Aeropuerto
1390X,2015,355,28.083999999999993,31.1,1.0,0.0,92,22.73260869565217,13.512112676056338,"Carballo, Depuradora"
1390X,2016,361,32.31999999999999,34.1,7.0,5.0,92,23.391304347826093,13.280886426592797,"Carballo, Depuradora"
1390X,2018,365,31.708000000000006,34.7,6.0,3.0,92,22.92282608695652,13.341643835616438,"Carballo, Depuradora"
1390X,2019,364,29.959000000000003,34.0,4.0,2.0,92,22.37826086956522,13.21758241758242,"Carballo, Depuradora"
1390X,2020,366,30.725000000000033,35.8,5.0,3.0,92,22.579347826086952,13.980874316939891,"Carballo, Depuradora"
1390X,2021,365,29.080000000000005,33.5,3.0,3.0,92,21.858695652173914,13.296438356164384,"Carballo, Depuradora"
1390X,2022,359,33.86800000000001,38.4,9.0,7.0,91,23.94615384615385,14.055710306406684,"Carballo, Depuradora"
1390X,2023,362,32.577999999999996,37.9,10.0,6.0,91,24.2978021978022,14.647790055248619,"Carballo, Depuradora"
1390X,2024,366,28.980000000000018,32.4,3.0,1.0,92,22.53369565217391,14.151912568306011,"Carballo, Depuradora"
1390X,2025,364,30.95100000000001,34.3,5.0,4.0,92,24.140217391304343,14.16868131868132,"Carballo, Depuradora"
1393,2011,343,27.058,30.6,1.0,0.0,92,19.313043478260873,14.272303206997083,Cabo Vilán
1393,2012,348,23.81199999999999,27.3,0.0,0.0,92,19.605434782608697,13.777298850574713,Cabo Vilán
1393,2014,335,25.066000000000003,25.5,0.0,0.0,90,19.407777777777778,14.380597014925373,Cabo Vilán
1393,2017,360,27.723000000000006,32.0,1.0,1.0,90,20.822222222222223,14.379444444444445,Cabo Vilán
1393,2018,335,25.422000000000043,28.0,0.0,0.0,91,19.68021978021978,14.092835820895523,Cabo Vilán
1393,2020,357,24.008,32.9,1.0,1.0,92,19.846739130434788,14.865266106442576,Cabo Vilán
1393,2021,357,25.644000000000002,29.3,0.0,0.0,91,19.82417582417583,14.382633053221287,Cabo Vilán
1393,2023,348,25.653,29.1,0.0,0.0,92,21.521739130434785,15.195114942528734,Cabo Vilán
1393,2024,358,23.386000000000003,25.6,0.0,0.0,92,19.261956521739126,14.596358543417368,Cabo Vilán
1393,2025,339,24.044000000000004,26.1,0.0,0.0,92,19.897826086956517,14.495870206489677,Cabo Vilán
1399,1985,365,31.0,34.0,10.0,3.0,92,23.16304347826087,12.675890410958903,Vimianzo
1399,1986,361,27.0,31.0,1.0,0.0,88,20.375,11.4404432132964,Vimianzo
1399,1987,365,31.0,33.0,8.0,3.0,92,21.47826086956522,12.494520547945205,Vimianzo
1399,1988,366,29.350000000000023,35.0,4.0,2.0,92,22.41304347826087,12.607397260273972,Vimianzo
1399,1993,334,31.340000000000032,33.0,6.0,4.0,92,22.608695652173914,12.905280528052806,Vimianzo
1399,1994,360,30.0,33.0,5.0,2.0,92,22.358695652173914,12.647499999999999,Vimianzo
1399,1996,335,31.0,35.0,6.0,3.0,92,22.27173913043478,12.620597014925371,Vimianzo
1399,1998,365,30.180000000000007,34.0,5.0,2.0,92,21.42391304347826,12.723287671232876,Vimianzo
1399,1999,365,28.720000000000027,35.0,4.0,2.0,92,22.141304347826086,12.485479452054793,Vimianzo
1399,2000,366,31.050000000000068,34.0,6.0,4.0,92,22.043478260869566,12.234426229508196,Vimianzo
1399,2001,365,31.0,34.0,9.0,3.0,92,22.23913043478261,12.327671232876714,Vimianzo
1399,2002,365,29.0,30.0,2.0,0.0,92,21.51086956521739,12.453424657534246,Vimianzo
1399,2003,365,37.900000000000034,42.0,22.0,16.0,92,24.831521739130434,12.705753424657535,Vimianzo
1399,2004,366,30.350000000000023,32.0,5.0,1.0,92,23.32608695652174,12.431147540983607,Vimianzo
1399,2005,365,34.0,35.0,12.0,7.0,92,24.52173913043478,12.678904109589041,Vimianzo
1399,2006,365,33.0,37.0,10.0,7.0,92,24.293478260869566,12.872602739726027,Vimianzo
1399,2007,365,31.0,33.0,6.0,3.0,92,21.23913043478261,12.165205479452055,Vimianzo
1399,2008,366,28.350000000000023,33.0,2.0,1.0,92,22.01086956521739,11.779781420765026,Vimianzo
1399,2009,365,31.0,31.0,9.0,0.0,92,22.347826086956523,12.975068493150683,Vimianzo
1399,2010,362,31.694999999999993,33.0,9.0,4.0,92,22.62717391304348,12.71132596685083,Vimianzo
1399,2011,361,29.899999999999977,34.7,4.0,3.0,90,21.413333333333338,13.331578947368422,Vimianzo
1399,2012,364,30.259000000000004,33.0,5.0,2.0,91,21.590109890109893,12.625,Vimianzo
1399,2013,356,32.925,35.3,7.0,6.0,90,22.086666666666666,12.642696629213484,Vimianzo
1399,2014,363,28.366,31.6,2.0,0.0,92,21.23586956521739,13.213498622589531,Vimianzo
1399,2015,360,27.6,32.9,3.0,2.0,92,21.98260869565217,13.241944444444442,Vimianzo
1399,2016,366,32.30500000000001,34.3,7.0,5.0,92,23.101086956521748,13.231147540983605,Vimianzo
1399,2017,364,32.774,35.4,8.0,8.0,92,22.570652173913043,13.807417582417582,Vimianzo
1399,2018,362,33.139,34.5,8.0,7.0,92,22.415217391304346,13.157458563535911,Vimianzo
1399,2019,362,29.839,31.2,3.0,0.0,91,21.016483516483518,13.009944751381216,Vimianzo
1399,2020,366,30.670000000000005,33.3,5.0,2.0,92,21.9,13.539617486338798,Vimianzo
1399,2021,365,28.31600000000001,33.9,2.0,2.0,92,21.244565217391308,13.09917808219178,Vimianzo
1399,2022,363,33.693999999999996,38.6,12.0,6.0,91,23.66923076923077,14.009366391184573,Vimianzo
1399,2023,365,30.472,34.6,6.0,3.0,92,23.429347826086957,14.201643835616439,Vimianzo
1399,2024,362,28.738999999999997,31.4,2.0,0.0,89,22.226966292134833,13.860773480662981,Vimianzo
1399,2025,364,30.896000000000004,33.2,5.0,2.0,92,23.85326086956522,13.930494505494504,Vimianzo
1400,1961,365,29.672000000000004,33.2,3.0,2.0,92,22.585869565217394,15.132602739726028,Fisterra
1400,1962,365,29.144000000000005,30.5,3.0,0.0,92,22.00869565217391,14.627123287671234,Fisterra
1400,1963,365,30.0,33.4,5.0,2.0,92,20.79891304347826,14.101095890410958,Fisterra
1400,1964,366,32.280000000000015,37.0,9.0,5.0,92,22.21630434782609,14.755737704918033,Fisterra
1400,1965,365,29.616000000000007,33.0,4.0,3.0,92,20.595652173913045,14.092054794520548,Fisterra
1400,1966,365,29.616000000000007,32.0,4.0,1.0,92,20.64673913043478,14.52849315068493,Fisterra
1400,1967,365,27.48800000000001,32.7,3.0,1.0,92,21.847826086956523,14.46931506849315,Fisterra
1400,1968,366,29.550000000000022,34.8,4.0,2.0,92,21.48369565217391,14.588251366120216,Fisterra
1400,1969,334,32.47400000000004,34.0,8.0,4.0,92,22.244565217391305,14.473652694610777,Fisterra
1400,2014,340,26.761000000000003,29.5,0.0,0.0,89,19.919101123595507,14.293823529411766,Fisterra
1400,2015,362,29.68499999999998,31.7,4.0,0.0,92,20.213043478260865,14.053591160220993,Fisterra
1400,2016,366,29.570000000000004,31.7,2.0,0.0,92,20.839130434782607,14.004371584699454,Fisterra
1400,2017,362,30.294999999999995,32.9,5.0,1.0,91,20.958241758241755,14.55,Fisterra
1400,2018,353,32.444,33.4,9.0,5.0,92,21.082608695652173,14.106515580736545,Fisterra
1400,2021,363,28.99799999999999,31.0,4.0,0.0,92,19.58913043478261,14.057851239669422,Fisterra
1400,2022,365,30.996000000000016,37.0,8.0,3.0,92,21.617391304347827,14.811506849315068,Fisterra
1400,2023,364,29.507000000000005,33.7,4.0,1.0,91,20.98021978021978,14.896428571428572,Fisterra
1400,2024,366,28.135,30.5,1.0,0.0,92,20.060869565217388,14.501912568306011,Fisterra
1400,2025,356,29.744999999999997,31.2,2.0,0.0,92,22.247826086956525,14.847471910112361,Fisterra
1406X,2015,356,30.834999999999997,35.3,5.0,3.0,92,22.653260869565216,13.242415730337079,Mazaricos
1406X,2016,366,33.520000000000024,35.1,11.0,7.0,92,24.01195652173913,13.124043715846996,Mazaricos
1406X,2017,365,33.072,33.9,12.0,9.0,92,23.039130434782606,13.412328767123288,Mazaricos
1406X,2018,364,32.74400000000001,34.5,15.0,5.0,92,22.875,12.989835164835164,Mazaricos
1406X,2019,364,29.6,31.4,3.0,0.0,92,21.46413043478261,12.911813186813186,Mazaricos
1406X,2020,366,30.835,32.6,7.0,1.0,92,22.332608695652173,13.474043715846994,Mazaricos
1406X,2021,364,29.685000000000002,33.2,4.0,2.0,92,21.833695652173912,13.029945054945056,Mazaricos
1406X,2022,363,33.7,37.7,16.0,6.0,92,24.25217391304348,13.927823691460055,Mazaricos
1406X,2023,363,29.738,34.0,3.0,3.0,92,23.175,13.93030303030303,Mazaricos
1406X,2024,359,30.75200000000001,33.2,5.0,2.0,91,22.91318681318681,13.847353760445682,Mazaricos
1406X,2025,364,32.233000000000004,34.5,15.0,4.0,91,24.94395604395605,14.039285714285713,Mazaricos
1410X,2015,355,29.883999999999993,35.4,4.0,1.0,92,23.825,12.165633802816899,Sobrado
