n_dias,d_tx30,d_tx32,d_tx35,tx_p99,tx_max,tx_verano,noches_trop,tmean,d_helada,hx_p99,d_hx35,estacion,anio,id,concello,provincia,lat,lon,alt
365,2.0,2.0,1.0,28.460400000000003,36.86,21.347282608695654,0.0,12.97154794520548,7.0,40.29041479795238,21.0,10106,2021,10106,A PONTENOVA,Lugo,43.339153,-7.168036,490.0
365,10.0,2.0,2.0,31.3296,38.81,23.079782608695655,0.0,13.931931506849315,5.0,45.24678570730148,33.0,10106,2022,10106,A PONTENOVA,Lugo,43.339153,-7.168036,490.0
365,14.0,7.0,1.0,32.69000000000001,37.9,24.200869565217392,0.0,14.227739726027398,13.0,44.33647489046358,40.0,10106,2023,10106,A PONTENOVA,Lugo,43.339153,-7.168036,490.0
366,3.0,2.0,1.0,29.248500000000003,35.24,21.747717391304345,0.0,13.478907103825136,4.0,41.892371484474964,20.0,10106,2024,10106,A PONTENOVA,Lugo,43.339153,-7.168036,490.0
365,9.0,4.0,1.0,32.18520000000001,35.94,23.16021739130435,0.0,13.686780821917809,3.0,45.8488342133311,25.0,10106,2025,10106,A PONTENOVA,Lugo,43.339153,-7.168036,490.0
365,4.0,1.0,0.0,29.850000000000012,32.08,22.553695652173907,0.0,10.892904109589042,56.0,41.920343339673664,33.0,10107,2010,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
365,9.0,3.0,1.0,30.470000000000002,35.13,22.142934782608698,0.0,12.050753424657533,37.0,43.48394185171614,37.0,10107,2011,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
366,15.0,7.0,0.0,32.904,34.25,22.81097826086956,0.0,11.12087431693989,68.0,46.50923189886367,32.0,10107,2012,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
365,7.0,4.0,0.0,32.0412,32.74,23.202282608695654,0.0,11.255986301369862,49.0,43.63909976393818,34.0,10107,2013,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
365,2.0,1.0,0.0,28.502800000000004,33.57,22.24032608695652,0.0,11.791356164383563,20.0,39.61061675517851,20.0,10107,2014,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
365,5.0,1.0,0.0,30.218,33.76,24.05336956521739,0.0,11.937972602739725,43.0,41.636055728454515,31.0,10107,2015,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
366,14.0,6.0,2.0,33.27200000000005,36.66,24.382934782608697,0.0,11.541229508196722,43.0,47.63444072691537,44.0,10107,2016,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
365,10.0,7.0,2.0,32.915200000000006,37.47,24.12467391304347,0.0,12.053520547945205,56.0,47.07412411798404,34.0,10107,2017,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
365,9.0,5.0,1.0,33.319200000000016,36.33,23.49815217391304,0.0,11.695616438356163,46.0,49.22144800005436,42.0,10107,2018,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
365,6.0,2.0,0.0,30.2608,33.49,22.484456521739126,0.0,11.480534246575344,43.0,42.48225704478622,35.0,10107,2019,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
366,12.0,5.0,1.0,33.7075,36.37,23.323804347826087,0.0,12.315450819672131,36.0,49.56918649834039,44.0,10107,2020,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
365,9.0,4.0,0.0,31.008400000000023,33.52,22.72804347826087,0.0,11.585753424657534,46.0,45.35213035125476,30.0,10107,2021,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
365,12.0,7.0,3.0,34.28800000000001,37.07,23.935760869565218,0.0,12.54404109589041,40.0,50.352555844282236,37.0,10107,2022,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
365,9.0,2.0,0.0,31.872400000000003,34.01,23.774456521739136,0.0,12.679671232876712,39.0,47.034056458634616,42.0,10107,2023,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
366,5.0,3.0,0.0,30.618000000000034,33.56,23.38445652173913,0.0,12.406229508196722,21.0,43.99986475021723,34.0,10107,2024,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
365,19.0,12.0,2.0,34.03320000000001,36.19,24.9325,0.0,12.510643835616438,33.0,51.544988696921344,48.0,10107,2025,10107,GUITIRIZ,Lugo,43.14569,-7.791122,496.0
365,20.0,2.0,1.0,31.836000000000002,35.1,25.504347826086956,0.0,12.016712328767124,52.0,43.66309015960078,64.0,10108,2010,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
365,27.0,7.0,4.0,34.9652,36.92,24.989130434782602,0.0,13.074438356164384,30.0,48.27772867846274,66.0,10108,2011,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
366,29.0,17.0,5.0,35.269000000000005,36.3,25.374239130434784,0.0,12.165765027322404,54.0,49.72014986852661,52.0,10108,2012,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
365,35.0,18.0,1.0,34.542,36.91,26.852065217391303,0.0,12.376904109589043,41.0,50.63323741160191,61.0,10108,2013,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
365,10.0,4.0,1.0,32.01800000000001,36.65,25.682717391304344,0.0,13.024506849315067,13.0,46.57793296040673,64.0,10108,2014,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
365,28.0,14.0,3.0,34.27920000000001,37.36,27.67706521739131,0.0,13.235835616438356,30.0,48.72636949113133,72.0,10108,2015,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
366,35.0,22.0,8.0,36.03900000000001,39.21,27.48021739130435,0.0,12.722281420765027,28.0,52.02447911155756,75.0,10108,2016,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
365,31.0,16.0,6.0,36.0092,39.56,27.458369565217392,0.0,13.320821917808221,39.0,52.82592971999185,97.0,10108,2017,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
365,28.0,13.0,6.0,35.9596,38.34,25.945543478260873,0.0,12.911972602739725,23.0,54.84563779835842,82.0,10108,2018,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
365,21.0,11.0,1.0,33.344,35.37,25.74967391304348,0.0,12.72835616438356,37.0,49.031774221355214,69.0,10108,2019,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
366,35.0,21.0,4.0,35.155500000000025,38.48,26.398804347826083,0.0,13.727445355191257,23.0,51.82023363023265,70.0,10108,2020,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
365,19.0,9.0,0.0,33.997600000000006,34.86,25.605652173913047,0.0,12.833863013698629,34.0,50.27448949408819,61.0,10108,2021,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
365,37.0,23.0,10.0,37.69200000000001,39.3,27.469021739130426,0.0,13.909561643835616,42.0,56.90603798888095,83.0,10108,2022,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
365,24.0,13.0,5.0,35.1668,41.09,27.519565217391307,0.0,14.046616438356162,35.0,53.51060811086668,91.0,10108,2023,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
366,23.0,9.0,3.0,34.188000000000024,37.48,26.859565217391303,0.0,13.637609289617485,12.0,50.39137295267601,68.0,10108,2024,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
365,36.0,29.0,11.0,37.8828,39.41,28.54097826086956,0.0,13.91382191780822,27.0,57.82770374186821,91.0,10108,2025,10108,PORTOMARÍN,Lugo,42.813114,-7.620155,447.0
365,28.0,14.0,2.0,34.150800000000004,36.12,26.161304347826082,0.0,12.210369863013698,40.0,45.63915553757674,50.0,10109,2010,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
365,28.0,9.0,3.0,33.86440000000002,36.76,24.795217391304345,0.0,13.69798630136986,9.0,44.718028870011175,55.0,10109,2011,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
366,22.0,13.0,2.0,33.3915,35.26,24.033695652173908,0.0,12.688196721311476,12.0,44.38668570164376,46.0,10109,2012,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
365,34.0,20.0,5.0,35.7692,37.17,26.48228260869565,0.0,12.764849315068494,10.0,47.88929602676403,53.0,10109,2013,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
365,12.0,4.0,1.0,31.99480000000001,35.1,24.21706521739131,0.0,13.133602739726026,3.0,44.16458582402292,28.0,10109,2014,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
365,26.0,13.0,2.0,33.6736,36.83,26.726630434782603,0.0,13.571068493150683,8.0,45.984232110277915,50.0,10109,2015,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
366,36.0,23.0,5.0,36.171,37.99,27.36804347826087,1.0,13.224603825136612,3.0,46.6355978021865,58.0,10109,2016,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
365,27.0,15.0,4.0,34.85320000000001,36.74,26.52782608695652,1.0,13.984602739726027,12.0,45.4780293963728,56.0,10109,2017,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
365,31.0,13.0,4.0,35.379200000000026,38.32,25.440000000000005,4.0,13.25031506849315,12.0,47.217660515397014,64.0,10109,2018,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
365,16.0,5.0,0.0,32.900000000000006,34.32,24.32869565217391,0.0,13.124424657534243,6.0,42.8283414502182,50.0,10109,2019,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
366,40.0,23.0,3.0,34.781000000000006,36.18,26.354782608695654,0.0,13.86662568306011,6.0,46.96401671219333,65.0,10109,2020,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
365,18.0,7.0,0.0,32.592400000000005,34.73,24.949347826086957,0.0,13.187698630136987,12.0,45.05607974217456,44.0,10109,2021,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
365,38.0,26.0,9.0,36.1576,39.25,27.680869565217396,3.0,14.278684931506847,8.0,51.027983678729406,76.0,10109,2022,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
365,17.0,7.0,3.0,33.4216,37.83,26.238913043478256,1.0,14.055041095890411,14.0,47.705414695722546,61.0,10109,2023,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
366,31.0,17.0,4.0,34.94400000000001,38.2,27.42489130434783,1.0,13.984972677595628,8.0,50.48173029805775,60.0,10109,2024,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
365,51.0,32.0,15.0,36.2168,37.04,28.518478260869568,4.0,14.170616438356163,4.0,50.47575715776876,66.0,10109,2025,10109,AVIÓN,Ourense,42.414585,-8.238242,553.0
365,29.0,13.0,1.0,33.48080000000001,35.54,26.67858695652174,0.0,10.205849315068495,75.0,43.68068054334882,55.0,10110,2010,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
365,15.0,8.0,0.0,33.1252,34.59,24.92097826086957,0.0,11.227452054794522,73.0,40.31757492219623,38.0,10110,2011,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
366,19.0,10.0,1.0,33.46050000000001,36.48,24.447499999999994,0.0,10.507131147540983,83.0,41.752379683076114,26.0,10110,2012,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
365,33.0,19.0,6.0,36.3888,37.23,26.97967391304348,0.0,10.697301369863014,85.0,45.590087213480125,51.0,10110,2013,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
365,15.0,7.0,0.0,32.4972,33.41,24.787717391304344,0.0,11.018410958904111,57.0,42.218605295761506,23.0,10110,2014,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
365,33.0,17.0,2.0,34.824400000000004,36.47,27.70369565217391,0.0,11.409520547945206,90.0,45.71013060675019,61.0,10110,2015,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
366,37.0,26.0,6.0,35.1525,36.54,27.462065217391302,0.0,11.207636612021858,71.0,45.456124165882144,61.0,10110,2016,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
365,23.0,17.0,3.0,34.6424,36.41,26.86913043478261,0.0,11.408260273972601,92.0,45.01953736777073,56.0,10110,2017,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
365,25.0,11.0,4.0,34.83320000000003,37.62,25.169999999999998,0.0,10.911931506849317,80.0,47.01484691373883,60.0,10110,2018,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
365,16.0,5.0,0.0,32.266000000000005,34.95,24.489347826086956,0.0,10.747698630136986,89.0,42.626599701930175,42.0,10110,2019,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
366,34.0,15.0,1.0,34.107,35.47,25.950326086956526,0.0,11.487759562841532,69.0,43.264785764092245,55.0,10110,2020,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
365,15.0,4.0,0.0,32.092800000000004,34.33,24.725760869565217,0.0,10.912301369863014,71.0,43.7519749949885,45.0,10110,2021,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
365,43.0,30.0,10.0,36.86,38.33,27.97565217391304,0.0,12.050219178082191,74.0,48.70962681995935,71.0,10110,2022,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
365,14.0,7.0,4.0,34.26280000000002,38.44,25.938043478260873,0.0,11.75413698630137,82.0,45.18201510502965,55.0,10110,2023,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
366,20.0,9.0,2.0,34.08000000000001,36.89,26.415434782608692,0.0,11.894918032786885,46.0,46.05615759255628,46.0,10110,2024,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
365,43.0,28.0,11.0,35.8536,36.96,28.204565217391295,0.0,11.82145205479452,58.0,45.28014090489956,54.0,10110,2025,10110,BALTAR,Ourense,41.94622,-7.708379,807.0
365,29.0,15.0,1.0,33.579200000000014,35.39,26.160326086956516,6.0,12.37923287671233,39.0,41.13983410722906,38.0,10111,2010,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
365,18.0,9.0,0.0,33.5768,34.59,24.392934782608698,1.0,13.461054794520548,14.0,39.778275764156575,26.0,10111,2011,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
366,17.0,6.0,1.0,32.868,35.44,23.236086956521742,0.0,12.17924863387978,22.0,39.27900647230843,30.0,10111,2012,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
365,38.0,21.0,5.0,36.233599999999996,37.96,26.619891304347824,5.0,12.400684931506849,22.0,43.791012007257606,53.0,10111,2013,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
365,10.0,3.0,0.0,31.008000000000003,34.65,23.735326086956523,0.0,12.603095890410959,5.0,40.9369314306542,25.0,10111,2014,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
365,25.0,10.0,1.0,33.80760000000001,35.16,26.35750000000001,0.0,13.357191780821918,14.0,41.835385425331374,46.0,10111,2015,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
366,42.0,26.0,7.0,36.388000000000005,38.15,27.7795652173913,3.0,13.109898010928962,8.0,45.31250575094661,65.0,10111,2016,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
365,36.0,15.0,2.0,34.2836,35.69,26.76021739130436,2.0,13.923150684931503,20.0,43.357758925055066,60.0,10111,2017,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
365,40.0,19.0,6.0,36.00200000000002,38.55,25.947391304347825,4.0,12.939342465753427,21.0,46.75019494706657,75.0,10111,2018,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
365,21.0,7.0,0.0,32.7372,33.82,24.46217391304348,0.0,12.922301369863012,10.0,43.619257947007554,54.0,10111,2019,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
366,49.0,29.0,2.0,34.729000000000006,35.87,26.537826086956517,0.0,13.527199453551912,10.0,46.3351831932247,66.0,10111,2020,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
365,21.0,8.0,1.0,33.629200000000004,35.46,25.49413043478261,0.0,13.04608219178082,21.0,44.799986162679964,58.0,10111,2021,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
365,45.0,28.0,10.0,36.8416,38.93,27.70836956521739,8.0,13.944561643835618,11.0,48.299585429554725,73.0,10111,2022,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
365,18.0,6.0,4.0,34.06920000000002,37.52,25.611847826086954,3.0,13.574219178082192,18.0,45.953549786117385,56.0,10111,2023,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
366,29.0,14.0,4.0,34.58750000000001,36.71,26.622934782608695,3.0,13.58351092896175,6.0,48.13515839940059,65.0,10111,2024,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
365,51.0,38.0,11.0,36.2032,37.76,28.806413043478262,9.0,13.72195890410959,9.0,49.38541608501471,77.0,10111,2025,10111,ENTRIMO,Ourense,41.944828,-8.106171,763.0
365,33.0,15.0,1.0,34.176,36.11,26.965760869565212,0.0,12.750794520547945,34.0,45.637746047130875,60.0,10112,2010,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
365,21.0,11.0,2.0,34.1208,36.72,25.43163043478261,2.0,13.800219178082191,10.0,44.10238816333159,52.0,10112,2011,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
366,25.0,12.0,2.0,34.1445,36.36,25.005543478260872,0.0,12.866489071038252,15.0,44.190394957309934,49.0,10112,2012,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
365,41.0,26.0,7.0,36.276,38.35,27.50978260869565,4.0,12.949452054794522,12.0,50.34058266551784,69.0,10112,2013,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
365,17.0,9.0,1.0,33.15840000000001,35.84,25.734891304347823,0.0,13.442780821917808,2.0,46.53552568948508,49.0,10112,2014,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
365,34.0,19.0,4.0,34.65000000000001,36.58,27.938913043478262,0.0,13.887534246575342,10.0,49.43440220770987,72.0,10112,2015,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
366,42.0,27.0,5.0,35.54850000000001,37.69,28.127717391304344,3.0,13.531489071038253,7.0,47.64434616223481,76.0,10112,2016,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
365,33.0,19.0,4.0,35.04080000000001,36.65,27.81467391304347,5.0,14.307753424657534,10.0,48.1112687879302,78.0,10112,2017,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
365,34.0,13.0,4.0,35.59040000000003,38.15,26.67771739130435,4.0,13.538917808219178,11.0,49.004485068224966,83.0,10112,2018,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
365,23.0,9.0,0.0,33.68800000000001,34.85,25.99554347826087,0.0,13.437821917808218,6.0,45.20493484497974,60.0,10112,2019,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
366,50.0,28.0,5.0,35.3275,36.58,27.60336956521739,1.0,14.250355191256832,4.0,48.52445060617646,77.0,10112,2020,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
365,15.0,8.0,0.0,32.8076,34.51,25.574347826086953,0.0,13.165397260273972,12.0,46.66270084205124,56.0,10112,2021,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
365,45.0,32.0,13.0,36.78040000000001,39.67,28.349021739130436,7.0,14.455054794520546,10.0,53.787558721005695,79.0,10112,2022,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
365,14.0,6.0,3.0,32.8528,36.78,26.356413043478256,2.0,14.127657534246573,19.0,47.75105587966359,73.0,10112,2023,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
366,29.0,12.0,3.0,33.926,36.66,27.127608695652178,2.0,13.956557377049181,7.0,50.74884912436228,69.0,10112,2024,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
365,50.0,35.0,13.0,36.24400000000001,37.64,29.23336956521739,4.0,14.149561643835616,4.0,52.00935866004022,83.0,10112,2025,10112,CELANOVA,Ourense,42.173622,-7.968152,623.0
365,33.0,16.0,1.0,33.8408,35.11,27.003695652173914,0.0,12.273575342465753,47.0,45.78171965437042,65.0,10113,2010,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
365,18.0,8.0,1.0,32.89240000000001,35.73,24.79978260869565,0.0,13.00304109589041,25.0,43.01782559946043,44.0,10113,2011,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
366,22.0,14.0,1.0,33.32850000000001,35.74,24.29271739130435,0.0,12.075013661202185,46.0,43.28922164541628,42.0,10113,2012,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
365,30.0,17.0,5.0,35.205200000000005,36.32,26.71630434782608,0.0,12.228534246575343,40.0,45.07544167906817,49.0,10113,2013,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
365,12.0,2.0,1.0,31.320400000000006,35.24,24.67358695652173,0.0,12.663438356164383,11.0,42.510962683649616,28.0,10113,2014,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
365,27.0,12.0,1.0,33.496,35.79,26.97804347826087,0.0,13.006506849315068,28.0,43.90691320094858,41.0,10113,2015,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
366,32.0,17.0,4.0,34.47350000000004,36.89,26.821195652173905,0.0,12.536448087431694,27.0,45.46169179134022,61.0,10113,2016,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
365,23.0,14.0,5.0,35.4,36.3,26.584999999999997,0.0,13.154424657534246,33.0,46.70630786757437,60.0,10113,2017,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
365,22.0,13.0,4.0,34.787600000000005,37.43,25.455326086956514,0.0,12.571027397260275,31.0,47.686040273754514,61.0,10113,2018,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
365,13.0,4.0,0.0,32.02280000000001,33.84,24.59597826086957,0.0,12.385808219178081,29.0,42.587361912704196,50.0,10113,2019,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
366,40.0,22.0,3.0,34.14200000000001,36.94,26.388586956521735,0.0,13.272554644808743,27.0,47.31028508022069,66.0,10113,2020,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
365,17.0,8.0,0.0,33.116400000000006,34.03,25.626304347826085,0.0,12.574013698630138,33.0,45.52784564252433,48.0,10113,2021,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
365,52.0,31.0,12.0,37.9636,39.9,28.671195652173918,0.0,13.77290410958904,39.0,52.09359568131437,79.0,10113,2022,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
365,18.0,8.0,3.0,33.982000000000006,39.46,26.576521739130435,1.0,13.47749315068493,42.0,48.291311477339384,68.0,10113,2023,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
366,26.0,11.0,2.0,33.99700000000001,38.59,27.096086956521745,0.0,13.444234972677595,15.0,48.835020162027654,63.0,10113,2024,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
365,51.0,36.0,13.0,36.184400000000004,38.49,29.051086956521736,0.0,13.55645205479452,28.0,50.37462374213534,74.0,10113,2025,10113,BAÑOS DE MOLGAS,Ourense,42.23335,-7.629124,604.0
365,59.0,37.0,10.0,36.118,37.17,29.185978260869568,0.0,13.155219178082193,45.0,47.213062409390155,80.0,10114,2010,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
365,51.0,21.0,5.0,35.47440000000001,37.82,27.57086956521739,0.0,14.020561643835617,26.0,43.67284396235446,70.0,10114,2011,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
366,47.0,29.0,9.0,36.82900000000001,38.19,27.36336956521739,1.0,13.064795081967214,54.0,45.07861580282076,60.0,10114,2012,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
365,56.0,38.0,14.0,38.1668,39.64,29.602282608695656,0.0,13.141260273972604,42.0,47.07468025876902,75.0,10114,2013,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
365,26.0,14.0,5.0,35.2,36.92,27.404347826086955,0.0,13.543424657534246,11.0,45.91494638123263,55.0,10114,2014,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
365,60.0,34.0,11.0,36.1636,38.31,30.058152173913044,0.0,13.903506849315068,31.0,48.093372257326926,80.0,10114,2015,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
366,60.0,45.0,21.0,37.74650000000001,39.57,30.09880434782609,0.0,13.628360655737703,25.0,49.219572711115106,80.0,10114,2016,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
365,67.0,43.0,17.0,38.79680000000001,40.49,30.511739130434787,1.0,14.3266301369863,43.0,50.87932212444801,99.0,10114,2017,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
365,49.0,27.0,8.0,36.82200000000001,38.76,27.726521739130426,1.0,13.276452054794522,39.0,48.40041810556307,81.0,10114,2018,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
365,42.0,22.0,3.0,34.61480000000001,37.21,27.251521739130432,0.0,13.297616438356162,33.0,48.65386347690271,74.0,10114,2019,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
366,56.0,40.0,12.0,36.554,38.22,28.212826086956515,0.0,14.040942622950821,19.0,50.398743957923415,79.0,10114,2020,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
365,41.0,24.0,6.0,35.2468,38.08,28.003369565217387,1.0,13.436890410958904,26.0,48.325773747640284,70.0,10114,2021,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
365,72.0,55.0,33.0,39.7596,41.39,31.21869565217392,7.0,14.904712328767122,36.0,52.77932821620086,94.0,10114,2022,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
365,54.0,28.0,6.0,37.63040000000001,40.96,28.997282608695652,1.0,14.538287671232876,44.0,48.60272935613885,95.0,10114,2023,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
366,56.0,38.0,15.0,38.290000000000006,40.98,30.19663043478261,3.0,14.763975409836066,13.0,53.67367084741258,87.0,10114,2024,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
365,69.0,57.0,33.0,39.790800000000004,40.93,31.980978260869566,7.0,14.981164383561644,16.0,54.433460604232366,79.0,10114,2025,10114,RUBIÁ,Ourense,42.46311,-6.929479,577.0
365,0.0,0.0,0.0,29.5716,29.93,22.719021739130437,0.0,9.051356164383563,91.0,35.23306464561417,6.0,10115,2010,10115,A VEIGA,Ourense,42.355392,-7.008639,1229.0
365,2.0,0.0,0.0,29.194400000000012,31.5,20.776956521739127,1.0,10.421356164383564,41.0,33.56913216244065,1.0,10115,2011,10115,A VEIGA,Ourense,42.355392,-7.008639,1229.0
366,2.0,0.0,0.0,29.665000000000003,31.48,20.49119565217391,0.0,9.191243169398907,67.0,34.306432291295536,2.0,10115,2012,10115,A VEIGA,Ourense,42.355392,-7.008639,1229.0
365,6.0,0.0,0.0,30.71120000000001,31.65,22.74434782608695,0.0,9.127027397260274,79.0,35.93346391746078,7.0,10115,2013,10115,A VEIGA,Ourense,42.355392,-7.008639,1229.0
365,1.0,0.0,0.0,27.550000000000015,30.45,20.335217391304347,0.0,9.505328767123286,58.0,35.53881995396801,5.0,10115,2014,10115,A VEIGA,Ourense,42.355392,-7.008639,1229.0
365,5.0,0.0,0.0,30.128400000000003,31.71,23.20358695652174,0.0,10.356917808219178,49.0,36.0380653128155,6.0,10115,2015,10115,A VEIGA,Ourense,42.355392,-7.008639,1229.0
366,6.0,1.0,0.0,30.820500000000003,32.84,23.120434782608694,0.0,9.796147540983608,57.0,36.186556916453746,10.0,10115,2016,10115,A VEIGA,Ourense,42.355392,-7.008639,1229.0
365,8.0,3.0,0.0,31.47320000000001,33.18,23.313152173913046,0.0,10.83827397260274,52.0,38.12637525143859,13.0,10115,2017,10115,A VEIGA,Ourense,42.355392,-7.008639,1229.0
